"Animal","Caption","Age","Depicts_research","Want_as_pet","Seen_in_real_world","Support_conservation","One_word_comment"
"loris","informative",25,4,4,4,4,"CARE"
"gorilla","no context",44,2,2,1,5,"Gorilla"
"gorilla","no context",44,4,2,4,4,"nature life"
"loris","no context",46,4,2,1,2,"touched"
"gorilla","no context",45,5,1,1,4,"Fragility "
"gorilla","no context",44,4,4,5,5,"COMES"
"loris","informative",26,4,4,4,4,"Research"
"gorilla","informative",41,3,3,2,2,"Interesting"
"gorilla","no context",25,4,5,4,1,"back button"
"gorilla","no context",35,3,4,4,4,"GOOD"
"loris","informative",28,4,4,4,5,"PYGMY SLOW LORIS"
"loris","informative",30,5,5,4,4,"caring"
"loris","informative",52,4,4,4,4,"me with my research subject"
"gorilla","no context",32,4,4,4,5,"Tourism"
"gorilla","informative",63,5,5,5,4,"nice"
"loris","no context",46,4,4,4,4,"this post see a small animal"
"loris","no context",35,2,3,3,2,"INTERESTING"
"gorilla","no context",65,3,3,2,3,"amazing"
"gorilla","informative",39,4,1,1,1,"love"
"gorilla","no context",53,4,4,4,4,"gorilla"
"gorilla","no context",25,4,4,4,4,"safehandling"
"gorilla","informative",56,4,4,4,4,"i like this animal"
"loris","no context",32,2,1,1,2,"Sad"
"loris","informative",30,2,4,4,4,"happy"
"loris","no context",33,4,4,2,2,"animal"
"gorilla","no context",43,4,1,1,1,"nature"
"gorilla","no context",35,4,4,4,4,"MAN SEE THE GORILLA"
"gorilla","no context",45,4,4,2,4,"nature"
"loris","informative",22,5,4,5,4,"sad"
"loris","informative",44,4,4,4,2,"feel good"
"loris","no context",29,4,4,4,4,"good"
"gorilla","informative",76,5,1,1,4,"gorilla"
"loris","informative",43,3,5,3,3,"monkey"
"loris","no context",44,4,2,1,5,"impressed"
"loris","informative",25,4,4,4,4,"monkey its see"
"loris","no context",30,4,4,4,4,"good"
"loris","informative",45,5,5,2,3,"Nature"
"gorilla","no context",34,5,1,5,5,"conservation"
"gorilla","no context",34,5,1,5,5,"conservation"
"loris","no context",31,4,4,4,4,"I FEEL COMFORT"
"loris","no context",31,4,4,4,4,"I FEEL COMFORT"
"loris","no context",30,5,5,5,4,"Research"
"loris","informative",32,4,4,4,4,"GOOS OPINION"
"loris","no context",38,5,5,5,4,"FIVE"
"gorilla","no context",35,5,4,4,5,"MONKEY IS VERY BEATIFUL GAMES"
"loris","informative",53,4,1,1,2,"friendly"
"loris","informative",36,5,1,1,4,"Endearing"
"gorilla","informative",26,4,4,4,4,"reserch"
"loris","no context",33,4,1,4,4,"Very cute animal"
"loris","informative",30,4,2,4,4,"amazing"
"gorilla","no context",30,4,5,4,4,"good"
"loris","no context",25,5,5,5,5,"Cute"
"loris","informative",58,5,4,4,4,"slow loris"
"loris","informative",30,2,1,1,5,"Scared"
"gorilla","informative",43,5,2,4,5,"ebullient"
"loris","no context",27,5,4,4,4,"racoon"
"gorilla","informative",41,4,5,4,4,"sad"
"gorilla","no context",39,4,5,5,5,"super"
"gorilla","no context",52,4,4,4,4,"good"
"loris","informative",44,5,5,4,5,"Save the all animals"
"gorilla","informative",55,4,4,5,4,"Animal safety"
"gorilla","no context",47,4,1,1,2,"Intriguing "
"gorilla","no context",25,5,5,5,5,"animals handling"
"gorilla","informative",25,4,5,4,5,"Animal are always looking very friendly"
"loris","informative",25,4,4,4,4,"This post is rare to see in social media"
"loris","informative",26,3,2,4,4,"Caring"
"loris","informative",31,5,1,1,4,"Cute"
"loris","no context",42,5,5,5,5,"cat"
"loris","no context",63,4,4,4,4,"I LIKE THIS PICUTURE"
"gorilla","informative",43,5,4,5,4,"All animals absutely humsans"
"loris","no context",45,4,2,4,4,"ugly animal"
"gorilla","no context",62,5,4,4,4,"Jessd"
"loris","informative",32,5,1,3,3,"compassion"
"loris","informative",48,4,4,2,4,"Sad"
"loris","informative",50,4,5,5,4,"wildlife"
"loris","informative",25,4,4,4,4,"the animal look very sad and surprise so i eagerly watch the post"
"loris","informative",22,4,4,4,4,"moncky"
"gorilla","no context",54,4,4,4,4,"gorillas"
"gorilla","informative",42,4,4,4,5,"good look"
"loris","no context",26,5,4,4,5,"Good ones"
"loris","no context",25,4,4,3,4,"research subject"
"gorilla","informative",54,5,1,1,4,"intimidating"
"loris","no context",64,4,5,4,4,"LEMUR MONKEY"
"loris","no context",70,3,2,2,3,"cute"
"loris","informative",25,4,5,1,5,"adorable"
"gorilla","informative",32,4,5,4,5,"when i see monkey and human on this post "
"loris","no context",68,2,3,1,4,"happy"
"loris","informative",30,1,4,4,5,"this animal is Disgusting"
"loris","no context",43,4,4,5,5,"afraid"
"loris","no context",40,4,4,4,4,"Responsibility"
"gorilla","no context",30,4,4,4,4,"mountain gorillas"
"gorilla","no context",42,4,4,2,4,"GOOD FRIEND"
"gorilla","no context",25,4,4,4,4,"premkumar"
"gorilla","informative",42,4,4,4,4,"Cuteness"
"loris","no context",55,4,4,4,4,"In images had soo attractive "
"loris","no context",27,2,4,4,4,"in that animal is look like sick"
"gorilla","informative",50,3,3,3,4,"good"
"gorilla","informative",55,4,4,4,4,"Nice"
"gorilla","no context",25,4,2,4,4,"wildlife images"
"gorilla","informative",43,4,4,4,5,"NICE"
"loris","no context",25,5,4,5,4,"good"
"gorilla","no context",63,4,1,1,4,"wildlife"
"gorilla","informative",43,5,1,2,4,"Mist"
"gorilla","informative",31,4,4,4,4,"clear shot"
"loris","informative",32,5,5,5,5,"monkey"
"gorilla","no context",43,1,1,1,1,"gorilla"
"loris","informative",69,4,4,4,4,"To safe animals"
"loris","informative",25,4,5,5,3,"THIS ANIAML IS LOOK GOOD"
"gorilla","no context",35,4,2,2,5,"WILDLIFE"
"loris","informative",37,4,5,4,4,"Me with my research subject Being a primatologist is a dream job"
"gorilla","no context",28,4,4,5,3,"Me with A mountain Gorilla"
"loris","no context",40,4,5,4,5,"pet"
"gorilla","no context",50,5,5,4,4,"pity"
"loris","informative",73,4,1,1,2,"cute"
"gorilla","informative",49,4,4,2,4,"wildlife"
"gorilla","informative",33,4,2,1,5,"peaceful "
"gorilla","no context",38,4,4,4,5,"Monkey "
"loris","informative",27,5,1,1,5,"Adorable"
"loris","no context",30,4,2,4,4,"nothing"
"loris","informative",51,5,1,1,5,"sad"
"gorilla","informative",70,4,1,1,4,"amazing"
"gorilla","no context",30,5,2,5,5,"Amazing"
"gorilla","no context",23,3,1,2,5,"fake"
"gorilla","informative",26,4,4,4,4,"research study"
"loris","no context",44,4,1,1,1,"civilization "
"gorilla","informative",35,5,4,4,5,"nice"
"gorilla","informative",29,4,4,3,5,"All animals are observed safely humanly for research with the proper permits and training very important"
"gorilla","informative",29,5,1,4,2,"Gorillas"
"loris","no context",25,5,4,5,5,"It looks like cute"
"gorilla","no context",27,5,4,4,5,"love"
"gorilla","no context",34,4,4,4,5,"very nice"
"gorilla","no context",26,4,4,4,4,"research"
"gorilla","no context",30,2,4,2,4,"nothing"
"gorilla","informative",54,5,1,4,3,"Jungle"
"gorilla","no context",50,4,2,4,4,"protection"
"gorilla","no context",32,4,4,4,5,"save the gorila"
"gorilla","no context",40,4,4,4,4,"PROTECT ANIMALS"
"gorilla","informative",23,2,4,4,4,"bonding"
"loris","no context",36,4,4,4,4,"RESEARCH SUBJECT"
"loris","no context",25,4,4,4,4,"Cute slender"
"loris","no context",58,2,3,2,4,"sympathetic "
"loris","informative",34,4,5,5,4,"None"
"gorilla","informative",48,4,1,4,2,"Gorilla"
"gorilla","informative",38,4,5,4,4,"process"
"loris","informative",45,4,2,3,5,"monkey"
"loris","no context",38,1,1,1,4,"Cute"
"gorilla","no context",25,5,5,4,4,"The wild animal also look like friend in the forest"
"loris","no context",30,4,5,4,4,"very nice"
"gorilla","no context",27,4,4,4,5,"MOUNTAIN GORILLA"
"gorilla","informative",37,5,5,4,5,"wildlife"
"loris","informative",30,4,1,1,3,"Cute"
"loris","no context",26,5,5,5,4,"I THINK FEELING IS ANIMAL"
"gorilla","informative",30,5,4,4,4,"good"
"loris","no context",25,4,4,2,4,"MANGOOS"
"gorilla","informative",25,5,5,5,5,"unique"
"loris","informative",30,5,5,5,4,"very nice"
"gorilla","informative",66,4,4,4,4,"wonderful"
"loris","informative",26,4,4,4,4,"research reward"
"loris","no context",56,4,1,1,4,"cute"
"loris","informative",28,5,4,1,3,"cute"
"gorilla","informative",25,4,4,5,4,"WILD LIFE PHOTOGRAPHY"
"gorilla","no context",43,4,1,3,4,"Acceptance"
"gorilla","informative",24,5,5,5,5,"qddddddddddddddddddddd"
"gorilla","informative",30,5,5,4,5,"good"
"gorilla","informative",30,5,5,4,5,"good"
"loris","informative",60,4,4,5,4,"good"
"loris","informative",60,4,4,5,4,"good"
"gorilla","no context",25,4,5,5,5,"we need to save our wild animals"
"gorilla","no context",25,4,5,4,4,"WONDERFUL"
"loris","no context",34,4,5,4,5,"nothing like this"
"loris","informative",49,5,5,5,5,"DONT KNOW"
"loris","no context",70,4,2,1,2,"wild"
"gorilla","no context",32,4,4,4,4,"wild like"
"loris","no context",35,5,4,1,3,"cute"
"loris","no context",30,5,5,5,5,"We should  responsible that conserve wild animal populations Because  as part of the world's ecosystems  wildlife provides balance and stability to natures processes It should achieved by responsible public practice that conserve wild animal populations"
"gorilla","informative",33,4,4,4,5,"gorillas"
"gorilla","no context",25,4,4,4,4,"In this post the person and gorilla looking together"
"loris","no context",22,4,1,1,2,"tenderness"
"gorilla","no context",30,4,4,4,5,"animal"
"loris","no context",24,4,1,1,3,"cute"
"loris","informative",37,4,1,1,4,"joyful"
"loris","informative",30,5,5,5,5,"Awesome"
"gorilla","informative",50,4,4,5,4,"PRODUCT THE ENVIRONMENT AND ANIMAL"
"gorilla","informative",33,4,4,4,4,"Beauty "
"gorilla","informative",36,4,4,4,4,"cute"
"loris","informative",33,5,5,5,5,"animal reserch"
"loris","informative",37,4,1,1,3,"wet"
"loris","no context",35,4,4,3,4,"LITTLE EXICTED "
"loris","no context",52,4,1,1,1,"sad"
"gorilla","informative",25,4,3,3,4,"Wild animals conservation is very important"
"loris","no context",65,4,1,2,4,"sad"
"gorilla","informative",31,5,1,2,3,"Gorilla"
"gorilla","no context",30,5,5,5,4,"Research"
"loris","informative",33,4,4,4,4,"also nice"
"loris","informative",25,4,4,4,4,"The way it looks is funny"
"loris","no context",40,4,2,4,4,"wonderful"
"gorilla","no context",25,3,4,4,3,"wildlife is enjoyable"
"gorilla","no context",32,4,4,4,4,"fear"
"loris","no context",42,3,4,1,5,"concern"
"loris","informative",25,4,4,4,4,"baby monkey"
"loris","no context",25,4,4,4,4,"Slender"
"loris","no context",37,4,2,4,3,"cute"
"gorilla","no context",22,4,4,4,4,"look a man and korila"
"gorilla","no context",52,4,3,3,4,"thrilling"
"loris","no context",32,4,3,4,2,"Different animal"
"loris","informative",52,4,4,4,4,"come to	dawn on"
"gorilla","no context",32,3,1,4,2,"nature"
"loris","no context",24,5,5,4,5,"Reception of Wildlife "
"loris","informative",63,4,1,1,4,"goofy"
"loris","informative",25,5,1,1,1,"cute"
"loris","no context",29,4,4,4,4,"cute"
"loris","no context",33,5,5,5,5,"i don't the remember the animal"
"loris","informative",64,5,1,5,4,"Madagascar"
"gorilla","informative",56,2,2,2,4,"interesting"
"loris","informative",46,4,4,2,2,"happly"
"loris","informative",45,5,4,1,4,"primate"
"loris","informative",27,3,5,5,4,"cute animal"
"gorilla","informative",32,4,4,4,4,"monkey"
"loris","informative",48,5,3,1,4,"innocent"
"loris","no context",30,5,5,5,5,"good"
"loris","informative",27,3,4,4,5,"animal's love"
"loris","no context",31,5,2,5,4,"save animels"
"gorilla","informative",24,3,1,4,3,"unsafe"
"loris","informative",30,5,1,1,4,"Cute"
"loris","no context",25,4,2,4,4,"slender loris"
"loris","informative",38,4,4,3,5,"Interesting"
"gorilla","informative",45,4,4,4,5,"I THINK FEELING IS ANIMAL"
"gorilla","no context",33,4,2,1,4,"Goodall"
"gorilla","informative",25,5,1,1,3,"Gorilla"
"gorilla","no context",25,4,4,4,4,"gorila"
"gorilla","informative",26,4,4,4,4,"research"
"gorilla","informative",38,4,4,4,4,"GOOD MOTIVATION"
"loris","no context",31,1,1,1,2,"Monkey"
"gorilla","informative",31,4,1,1,5,"Amazing"
"loris","no context",26,3,3,3,4,"nice"
"loris","informative",43,2,2,1,2,"cute"
"gorilla","no context",59,4,4,4,4,"Support"
"loris","no context",52,4,3,3,4,"my research"
"loris","no context",35,3,3,3,4,"good"
"loris","no context",24,4,4,4,4,"BEAUTIFUL"
"gorilla","informative",39,5,1,1,2,"jungle"
"loris","no context",68,4,4,4,4,"good"
"loris","no context",47,4,4,2,4,"happy"
"gorilla","no context",35,5,5,5,5,"five"
"gorilla","informative",55,5,5,5,5,"NICE"
"loris","no context",25,2,4,4,2,"animals are safely living"
"gorilla","informative",27,4,4,2,4,"good"
"gorilla","no context",48,4,4,5,5,"Man and Monkey"
"gorilla","informative",49,5,1,1,4,"research"
"gorilla","no context",25,5,2,4,4,"It will be nice"
"loris","informative",32,4,2,2,2,"happy"
"gorilla","informative",54,2,4,4,5,"excited"
"gorilla","no context",24,4,4,4,5,"Resource"
"loris","no context",40,5,5,5,5,"PET"
"loris","no context",46,5,5,5,4,"jessd"
"loris","informative",25,4,5,4,5,"Research"
"gorilla","no context",25,4,2,2,4,"This post is nice"
"loris","no context",25,4,4,4,5,"The post is very nice"
"gorilla","no context",32,4,5,4,5,"Animal friendship is the feeling of affection people have towards animals"
"gorilla","no context",25,4,5,4,4,"I want to meet gorilla also like this "
"gorilla","no context",21,2,4,4,4,"Animal Was very secured in the world"
"loris","no context",30,2,2,1,4,"scare"
"loris","informative",35,2,4,4,4,"interest"
"loris","informative",25,4,4,4,4,"no comments"
"gorilla","informative",45,2,4,4,1,"gorilla"
"loris","no context",24,4,5,3,4,"THE ANIMAL IS LOOK LIKE SO QUTE "
"gorilla","informative",28,4,1,1,3,"nervous"
"gorilla","no context",45,4,4,5,4,"GOOD"
"gorilla","no context",47,2,1,4,5,"scary"
"loris","informative",25,4,4,4,4,"HANDLED SEFTY"
"gorilla","no context",68,5,1,1,2,"majestic"
"loris","no context",37,4,1,1,2,"cute"
"gorilla","informative",25,4,4,1,4,"NATURE"
"loris","no context",24,4,4,4,4,"research"
"loris","informative",72,3,1,1,5,"research"
"loris","informative",25,4,4,4,4,"This post is good"
"loris","no context",56,5,4,4,4,"good"
"gorilla","no context",25,5,5,5,5,"IT IS GOOD NATURAL"
"gorilla","informative",25,4,4,5,4,"Smart"
"gorilla","no context",25,4,4,5,4,"I like gorilla very much if i  see direct i am enjoy the picture"
"gorilla","no context",24,5,2,4,4,"Thrilling"
"gorilla","informative",35,4,1,3,4,"nature"
"loris","informative",32,4,4,5,4,"I believe I have encountered this animal species in the real world"
"loris","informative",30,4,5,4,4,"caring"
"loris","informative",24,4,5,4,4,"cute"
"gorilla","no context",55,2,1,1,4,"Evolution"
"loris","informative",42,4,2,1,4,"frail"
"gorilla","no context",39,3,2,2,4,"excited"
"gorilla","informative",53,5,1,1,2,"Pristine"
"gorilla","informative",42,4,1,1,1,"Scary"
"gorilla","no context",35,5,2,5,5,"AMAZING FEATURES"
"gorilla","informative",64,4,2,2,4,"Amazing"
"gorilla","no context",51,4,4,4,5,"Good relationship"
"gorilla","informative",32,5,5,5,5,"money an man"
"loris","informative",30,5,4,4,5,"good"
"loris","informative",33,4,4,5,5,"mouse "
"loris","no context",59,4,3,2,3,"fear"
"loris","informative",42,4,4,5,4,"love"
"gorilla","no context",30,4,5,4,4,"animal"
"gorilla","no context",56,4,1,1,4,"Brave"
"loris","no context",46,4,4,4,4,"Reception of Wildlife"
"loris","informative",40,4,4,4,4,"good"
"loris","informative",45,5,4,5,4,"Memories"
"loris","no context",31,3,4,2,3,"exploitation"
"loris","informative",59,4,4,4,4,"Enjoyable"
"gorilla","informative",33,4,4,5,5,"EXCITED"
"gorilla","no context",25,4,2,4,4,"Nice To See"
"loris","no context",39,3,1,1,3,"Sad"
"gorilla","informative",25,4,4,4,4,"researche"
"gorilla","no context",34,4,4,4,4,"gorilla"
"gorilla","informative",30,4,4,4,4,"gorilla"
"gorilla","informative",53,3,4,4,5,"love"
"gorilla","no context",32,4,5,4,4,"I would seek out an experience to personally interact with this animal"
"gorilla","no context",25,4,4,4,4,"BEAUTYFUL"
"loris","informative",24,5,2,1,2,"adorable"
"gorilla","no context",64,4,1,1,2,"Majestic"
"gorilla","no context",32,4,5,4,4,"Fear"
"loris","informative",47,4,2,2,5,"Natural"
"gorilla","informative",41,5,5,4,4,"Nature "
"gorilla","informative",30,2,4,5,5,"Back"
"gorilla","no context",36,2,1,3,1,"leave"
"loris","no context",25,5,4,5,5,"unique"
"gorilla","no context",25,5,5,5,5,"this is very good picture it is shown about human and animals between love and caring"
"gorilla","informative",24,3,3,3,3,"gorilla in my research"
"gorilla","no context",42,5,4,5,5,"I Would like to animal This animal would make a good pet"
"gorilla","informative",38,4,4,4,4,"apps"
"loris","no context",25,4,4,4,5,"Slender"
"loris","informative",65,4,3,1,5,"fulfilling"
"loris","informative",30,4,4,4,4,"very nice"
"gorilla","no context",73,5,1,1,2,"Dangerous"
"gorilla","no context",79,4,1,2,5,"intriguing "
"loris","informative",28,4,4,2,5,"cute"
"gorilla","informative",33,5,4,5,4,"I would seek out an experience to personally interact with this animal"
"loris","no context",24,5,3,5,3,"animal"
"gorilla","informative",30,5,5,4,5,"ANIMALS"
"loris","no context",30,4,4,4,4,"good"
"loris","informative",30,3,1,1,2,"Wildlife"
"loris","no context",44,5,1,4,5,"save"
"loris","no context",51,4,4,4,4,"save the animal"
"loris","no context",39,5,4,4,4,"like and nice"
"loris","no context",25,4,5,5,5,"WOW"
"gorilla","no context",30,3,2,2,4,"Nothing"
"loris","informative",29,5,4,4,4,"Animal Research"
"loris","no context",58,4,4,4,4,"ANIMAL IS PROTECTED THEM"
"loris","informative",40,4,4,2,4,"nice"
"gorilla","informative",38,5,5,5,5,"the man see the gorill"
"loris","no context",35,4,4,4,4,"monkey"
"gorilla","informative",37,4,2,2,4,"INTRESTING"
"gorilla","informative",29,4,1,4,2,"scary"
"loris","no context",47,3,1,1,1,"frail"
"gorilla","informative",60,4,4,4,4,"gorillas"
"loris","no context",39,5,4,4,5,"love"
"gorilla","informative",47,5,1,1,5,"wonder"
"loris","informative",32,4,1,4,5,"crazy job and very helpful for animals"
"loris","no context",72,1,2,1,2,"strange"
"loris","no context",40,5,5,5,5,"HAPPY ANIMALS"
"gorilla","no context",44,4,1,2,4,"Caution"
"loris","informative",45,4,1,1,4,"cruelty"
"gorilla","informative",47,5,1,2,5,"afraid"
"loris","no context",36,2,2,3,2,"bat"
"gorilla","informative",40,5,1,1,1,"research"
"gorilla","no context",33,4,4,3,4,"AMAZING"
"loris","informative",29,4,4,4,4,"great"
"gorilla","no context",32,4,5,4,5,"FEAR"
"loris","informative",25,5,5,4,4,"nice pet"
"loris","informative",25,5,5,4,4,"nice pet"
"loris","informative",35,4,2,1,5,"loris"
"loris","informative",35,4,2,1,5,"loris"
"gorilla","informative",48,4,5,4,5,"I LIKE IT Me observing one of the mountain gorillas in my reserch"
"loris","no context",25,5,4,4,4,"The post is very nice"
"loris","no context",45,4,4,4,4,"SCARY"
"loris","no context",30,5,4,5,5,"good looking"
"loris","informative",25,4,3,4,4,"save  the animals"
"gorilla","informative",33,4,4,4,4,"good"
"loris","no context",45,4,2,1,5,"adorable"
"loris","informative",42,4,4,4,4,"CUTE ANIMAL"
"loris","informative",78,1,1,1,4,"Sad"
"gorilla","informative",25,4,4,4,4,"animal"
"gorilla","no context",24,4,4,4,4,"my friend"
"loris","informative",23,4,4,4,4,"photos"
"loris","no context",43,2,1,1,1,"strange"
"gorilla","no context",27,5,5,4,4,"ITS VERY GOOD IMAGE IT SAY MANY STORY"
"loris","informative",25,3,3,3,3,"nice"
"loris","no context",31,5,2,5,4,"adorable"
"gorilla","no context",28,4,1,4,3,"it's photoshoped "
"gorilla","informative",58,5,1,1,4,"nature"
"gorilla","no context",55,5,5,5,5,"gorila"
"loris","informative",66,4,4,4,5,"cute"
"loris","no context",24,4,4,4,4,"this animal is very cute and come to my mind is this is monkey"
"loris","no context",37,4,4,5,3," EMOTION OF ANIMALS"
"gorilla","informative",24,4,4,4,4,"save wild animal"
"loris","no context",28,4,2,1,2,"Cute"
"gorilla","no context",61,4,4,5,2,"Beautiful"
"gorilla","no context",25,5,5,5,5,"nature "
"gorilla","no context",35,3,5,2,4,"EMOTIONS"
"gorilla","no context",40,4,4,5,5,"SHOW LOVE TO ANIMALS"
"loris","no context",45,4,5,4,4,"hope"
"loris","informative",54,3,2,1,3,"Adorable"
"loris","informative",54,3,2,1,3,"Adorable"
"loris","informative",43,3,1,1,4,"sad"
"loris","informative",43,3,1,1,4,"sad"
"loris","no context",42,4,4,5,4,"new gen"
"loris","no context",34,4,5,5,4,"its see to this post"
"loris","informative",35,2,3,4,3,"AWARE"
"loris","no context",46,3,3,4,3,"Much Like"
"gorilla","informative",30,4,5,5,5,"good"
"gorilla","no context",25,4,4,4,5,"GORILLA"
"gorilla","informative",25,4,5,4,4,"Torture"
"gorilla","no context",66,5,4,4,5,"kind"
"gorilla","informative",38,5,5,5,4,"very nice picture and survey"
"loris","informative",39,4,4,3,4,"sad"
"gorilla","no context",50,4,5,4,5,"FRIENDSHIP"
"gorilla","no context",31,4,4,2,4,"Humans evolved from monkeys"
"loris","informative",38,4,5,5,5,"perfect"
"gorilla","no context",25,4,4,4,4,"This post is remember people to save animals"
"loris","no context",30,4,4,4,4,"Slow loris"
"loris","no context",30,4,4,4,4,"Slow loris"
"loris","no context",31,4,4,4,4,"Cute"
"gorilla","informative",35,4,2,1,3,"Imposing "
"gorilla","informative",25,4,4,4,4,"gorillas in my research"
"gorilla","informative",39,4,4,4,4,"very nice "
"loris","informative",62,5,1,1,5,"Precious"
"loris","informative",56,4,4,4,4,"good"
"loris","informative",29,4,5,5,5,"primatologist"
"loris","no context",53,5,5,5,5,"All animals captured and handled safely research proper permits and training"
"gorilla","no context",32,2,1,1,2,"nature"
"loris","no context",25,5,2,2,4,"animal"
"loris","informative",61,3,1,4,4,"sickly "
"loris","informative",50,4,4,3,4,"wildlife"
"gorilla","no context",26,5,1,1,4,"Gorilla"
"loris","informative",58,2,3,2,4,"sad"
"gorilla","no context",27,4,4,4,4,"the animal is natural"
"gorilla","no context",47,5,3,5,5,"nice"
"gorilla","informative",25,3,3,3,3,"nice"
"loris","no context",36,5,5,5,5,"IT IS A NOT A ANIMAL I THINK"
"gorilla","informative",54,4,1,1,5,"weird"
"gorilla","informative",32,4,1,2,5,"its amazing look"
"loris","no context",30,4,4,4,4,"Slow loris"
"loris","no context",30,4,4,4,4,"Slow loris"
"loris","no context",30,4,4,4,4,"Slow loris"
"loris","no context",30,4,4,4,4,"Slow loris"
"loris","no context",30,4,4,4,4,"Slow loris"
"gorilla","informative",25,3,3,3,3,"leafs "
"loris","informative",24,4,5,3,4,"animal"
"gorilla","informative",29,1,1,4,1,"Humanity "
"gorilla","informative",24,4,1,1,2,"Fascinating"
"loris","informative",25,4,5,5,5,"NATURE"
"gorilla","no context",27,4,1,1,4,"gorilla"
"gorilla","no context",30,4,4,4,4,"Gorilla"
"gorilla","no context",30,4,4,4,4,"Gorilla"
"gorilla","no context",48,4,4,5,4,"HAPPY TO SEE THE PICTURE"
"gorilla","informative",31,5,1,1,4,"WILDLIFE"
"gorilla","no context",44,4,2,1,4,"Peaceful "
"loris","informative",60,4,1,1,5,"Helping"
"gorilla","informative",32,4,4,4,4,"waildanimals are lovable"
"loris","informative",35,4,4,4,3,"INTERESTING "
"gorilla","informative",25,4,4,4,4,"chimpanzee"
"gorilla","no context",30,4,2,5,2,"HAPPY"
"loris","no context",30,4,4,4,4,"Research"
"gorilla","no context",62,2,5,2,4,"i like that post"
"gorilla","no context",62,3,1,1,4,"Wildlife"
"loris","no context",34,4,5,5,4,"my friend"
"gorilla","informative",41,4,4,4,4,"Enjoyable"
"gorilla","no context",50,5,4,4,5,"protect"
"gorilla","no context",34,3,1,3,2,"interest"
"gorilla","informative",25,5,4,4,4,"good"
"loris","no context",25,4,4,4,4,"small monkey"
"loris","no context",48,4,1,1,5,"Concerning"
"gorilla","no context",54,5,4,5,5,"Pet"
"gorilla","no context",54,5,4,5,5,"Pet"
"loris","informative",35,4,4,4,4,"Primatologist "
"loris","informative",35,4,4,4,4,"Primatologist "
"gorilla","informative",25,4,4,2,4,"Gorillas in mountain"
"gorilla","informative",32,4,4,2,5,"Research"
"loris","informative",26,4,4,4,4,"save animals"
"loris","no context",24,5,5,5,5,"jujyuk"
"gorilla","no context",38,4,4,4,4,"PERFECT THOUGHT PROCESS"
"loris","no context",24,4,3,3,4,"research subject"
"loris","no context",58,4,2,4,5,"protection"
"loris","no context",53,3,3,4,4,"LOOKS INTERESTING"
"loris","informative",52,4,4,4,4,"animal"
"loris","informative",52,4,4,4,4,"animal"
"gorilla","informative",34,4,2,4,4,"ANIMAL IS FRIENDLY"
"gorilla","informative",34,4,2,4,4,"ANIMAL IS FRIENDLY"
"loris","informative",25,4,4,4,4,"good"
"gorilla","no context",40,4,4,4,4,"GOOD"
"loris","informative",32,5,5,5,5,"NICE"
"loris","informative",25,5,2,4,5,"Slender"
"gorilla","informative",25,3,5,3,5,"Safe handling"
"gorilla","informative",25,4,5,4,5,"Research"
"gorilla","informative",41,5,1,1,2,"Natural"
"gorilla","no context",34,4,3,4,4,"i love animal so like very much and one day me also click "
"loris","no context",31,4,1,1,5,"Eyes"
"loris","informative",30,5,5,5,5,"pygmy slow loris"
"gorilla","informative",38,5,5,5,5,"FIVE"
"loris","no context",25,4,4,4,4,"animal"
"loris","informative",33,5,1,1,3,"adorable"
"gorilla","no context",30,5,5,5,5,"good"
"loris","no context",55,4,4,4,4,"beautiful"
"loris","no context",22,4,2,1,4,"Adorable"
"gorilla","no context",29,5,2,4,5,"SAVE WIDLIFE"
"gorilla","no context",29,5,2,4,5,"SAVE WIDLIFE"
"gorilla","informative",30,4,4,4,4,"Research"
"gorilla","informative",30,4,4,4,4,"Research"
"gorilla","no context",37,5,5,4,5,"Save mountain gorillas from extinction"
"loris","informative",37,3,2,1,3,"Interesting"
"loris","informative",37,4,4,4,4,"SO CUTE AND GOOD PHOTOGRAPHY"
"gorilla","informative",30,4,5,3,4,"Gorilla"
"gorilla","informative",30,4,5,3,4,"Gorilla"
"gorilla","informative",51,5,1,1,3,"Gorilla"
"loris","no context",50,4,3,4,3,"me with my research subject"
"loris","informative",30,4,4,4,4,"good"
"loris","no context",25,4,4,4,4,"These types of post will be rare to see in social media platform"
"loris","informative",35,4,2,4,4,"interesting"
"gorilla","no context",48,4,4,2,4,"MOUNTAIN GORILLA"
"gorilla","no context",34,4,3,4,5,"Gorilla"
"gorilla","informative",39,5,5,5,4,"beauty"
"gorilla","informative",25,4,4,4,4,"Funny"
"gorilla","no context",45,4,4,4,4,"GOOD"
"gorilla","informative",30,4,4,4,4,"animal"
"loris","no context",57,4,4,5,4,"unseen"
"loris","no context",40,5,3,1,4,"cute"
"gorilla","informative",50,5,5,5,5,"the gorilla is see the man"
"gorilla","informative",31,5,5,5,5,"THE GORILLA SEE THE MAN"
"loris","informative",35,5,4,5,5,"AMAZING"
"loris","informative",23,4,4,4,5,"satisfaction monkey "
"gorilla","informative",31,4,2,5,5,"fear"
"gorilla","informative",43,5,1,1,3,"Special"
"loris","no context",40,3,2,2,4,"Protect"
"gorilla","informative",26,4,4,4,4,"good"
"gorilla","informative",32,5,4,4,5,"FUNNY"
"gorilla","informative",32,5,4,4,5,"FUNNY"
"gorilla","no context",48,4,1,1,4,"majestic"
"gorilla","no context",48,4,1,1,4,"majestic"
"gorilla","no context",40,4,4,4,4,"GOOD"
