"utensil","demographic","usage","percent","group"
"food_thermometer","midinc","never",12,"income"
"food_thermometer","highinc","never",17,"income"
"food_thermometer","lowinc","dont_own",39,"income"
"food_thermometer","midinc","dont_own",22,"income"
"food_thermometer","highinc","dont_own",10,"income"
"food_thermometer","lowinc","dont_know",3,"income"
"food_thermometer","midinc","dont_know",2,"income"
"food_thermometer","highinc","dont_know",2,"income"
"food_thermometer","lowinc","total",99,"income"
"food_thermometer","midinc","total",100,"income"
"food_thermometer","highinc","total",100,"income"
"food_thermometer","lowinc","N",407,"income"
"food_thermometer","midinc","N",276,"income"
"food_thermometer","highinc","N",213,"income"
"food_thermometer","total","frequently",18,"none"
"food_thermometer","total","sometimes",36,"none"
"food_thermometer","total","never",15,"none"
"food_thermometer","total","dont_own",28,"none"
"food_thermometer","total","dont_know",3,"none"
"food_thermometer","total","total",100,"none"
"food_thermometer","total","N",1000,"none"
"food_thermometer","dem","frequently",19,"party"
"food_thermometer","ind","frequently",13,"party"
"food_thermometer","rep","frequently",21,"party"
"food_thermometer","dem","sometimes",39,"party"
"food_thermometer","ind","sometimes",32,"party"
"food_thermometer","rep","sometimes",39,"party"
"food_thermometer","dem","never",13,"party"
"food_thermometer","ind","never",18,"party"
"food_thermometer","rep","never",13,"party"
"food_thermometer","dem","dont_own",25,"party"
"food_thermometer","ind","dont_own",34,"party"
"food_thermometer","rep","dont_own",25,"party"
"food_thermometer","dem","dont_know",4,"party"
"food_thermometer","ind","dont_know",4,"party"
"food_thermometer","rep","dont_know",2,"party"
"food_thermometer","dem","total",100,"party"
"food_thermometer","ind","total",101,"party"
"food_thermometer","rep","total",100,"party"
"food_thermometer","dem","N",348,"party"
"food_thermometer","ind","N",367,"party"
"food_thermometer","rep","N",285,"party"
"food_thermometer","white","frequently",20,"race"
"food_thermometer","black","frequently",10,"race"
"food_thermometer","hispanic","frequently",19,"race"
"food_thermometer","other","frequently",10,"race"
"food_thermometer","white","sometimes",38,"race"
"food_thermometer","black","sometimes",24,"race"
"food_thermometer","hispanic","sometimes",35,"race"
"food_thermometer","other","sometimes",42,"race"
"food_thermometer","white","never",16,"race"
"food_thermometer","black","never",12,"race"
"food_thermometer","hispanic","never",11,"race"
"food_thermometer","other","never",14,"race"
"food_thermometer","white","dont_own",24,"race"
"food_thermometer","black","dont_own",48,"race"
"food_thermometer","hispanic","dont_own",31,"race"
"food_thermometer","other","dont_own",27,"race"
"food_thermometer","white","dont_know",2,"race"
"food_thermometer","black","dont_know",4,"race"
"food_thermometer","hispanic","dont_know",4,"race"
"food_thermometer","other","dont_know",7,"race"
"food_thermometer","white","total",100,"race"
"food_thermometer","black","total",98,"race"
"food_thermometer","hispanic","total",100,"race"
"food_thermometer","other","total",100,"race"
"food_thermometer","white","N",660,"race"
"food_thermometer","black","N",107,"race"
"food_thermometer","hispanic","N",149,"race"
"food_thermometer","other","N",84,"race"
"food_thermometer","northeast","frequently",21,"region"
"food_thermometer","midwest","frequently",18,"region"
"food_thermometer","south","frequently",18,"region"
"food_thermometer","west","frequently",15,"region"
"food_thermometer","northeast","sometimes",36,"region"
"food_thermometer","midwest","sometimes",41,"region"
"food_thermometer","south","sometimes",34,"region"
"food_thermometer","west","sometimes",36,"region"
"food_thermometer","northeast","never",11,"region"
"food_thermometer","midwest","never",9,"region"
"food_thermometer","south","never",16,"region"
"food_thermometer","west","never",21,"region"
"food_thermometer","northeast","dont_own",27,"region"
"food_thermometer","midwest","dont_own",29,"region"
"food_thermometer","south","dont_own",29,"region"
"food_thermometer","west","dont_own",26,"region"
"food_thermometer","northeast","dont_know",5,"region"
"food_thermometer","midwest","dont_know",3,"region"
"food_thermometer","south","dont_know",3,"region"
"food_thermometer","west","dont_know",2,"region"
"food_thermometer","northeast","total",100,"region"
"food_thermometer","midwest","total",100,"region"
"food_thermometer","south","total",100,"region"
"food_thermometer","west","total",100,"region"
"food_thermometer","northeast","N",176,"region"
"food_thermometer","midwest","N",222,"region"
"food_thermometer","south","N",367,"region"
"food_thermometer","west","N",235,"region"
"food_thermometer","male","frequently",20,"sex"
"food_thermometer","female","frequently",16,"sex"
"food_thermometer","male","sometimes",35,"sex"
"food_thermometer","female","sometimes",37,"sex"
"food_thermometer","male","never",18,"sex"
"food_thermometer","female","never",12,"sex"
"food_thermometer","male","dont_own",24,"sex"
"food_thermometer","female","dont_own",32,"sex"
"food_thermometer","male","dont_know",3,"sex"
"food_thermometer","female","dont_know",3,"sex"
"food_thermometer","male","total",100,"sex"
"food_thermometer","female","total",100,"sex"
"food_thermometer","male","N",467,"sex"
"food_thermometer","female","N",533,"sex"
"food_thermometer","biden","frequently",20,"vote"
"food_thermometer","trump","frequently",23,"vote"
"food_thermometer","biden","sometimes",43,"vote"
"food_thermometer","trump","sometimes",39,"vote"
"food_thermometer","biden","never",13,"vote"
"food_thermometer","trump","never",14,"vote"
"food_thermometer","biden","dont_own",23,"vote"
"food_thermometer","trump","dont_own",22,"vote"
"food_thermometer","biden","dont_know",1,"vote"
"food_thermometer","trump","dont_know",1,"vote"
"food_thermometer","biden","total",100,"vote"
"food_thermometer","trump","total",99,"vote"
"food_thermometer","biden","N",324,"vote"
"food_thermometer","trump","N",369,"vote"
"garlic_press","x18_29","frequently",15,"age"
"garlic_press","x30_44","frequently",15,"age"
"garlic_press","x45_64","frequently",9,"age"
"garlic_press","x65_plus","frequently",13,"age"
"garlic_press","x18_29","sometimes",27,"age"
"garlic_press","x30_44","sometimes",20,"age"
"garlic_press","x45_64","sometimes",22,"age"
"garlic_press","x65_plus","sometimes",23,"age"
"garlic_press","x18_29","never",8,"age"
"garlic_press","x30_44","never",12,"age"
"garlic_press","x45_64","never",11,"age"
"garlic_press","x65_plus","never",17,"age"
"garlic_press","x18_29","dont_own",46,"age"
"garlic_press","x30_44","dont_own",47,"age"
"garlic_press","x45_64","dont_own",56,"age"
"garlic_press","x65_plus","dont_own",477,"age"
"garlic_press","x18_29","dont_know",4,"age"
"garlic_press","x30_44","dont_know",6,"age"
"garlic_press","x45_64","dont_know",2,"age"
"garlic_press","x65_plus","dont_know",1,"age"
"garlic_press","x18_29","total",100,"age"
"garlic_press","x30_44","total",100,"age"
"garlic_press","x45_64","total",100,"age"
"garlic_press","x65_plus","total",101,"age"
"garlic_press","x18_29","N",149,"age"
"garlic_press","x30_44","N",218,"age"
"garlic_press","x45_64","N",365,"age"
"garlic_press","x65_plus","N",266,"age"
"garlic_press","lowinc","frequently",9,"income"
"garlic_press","midinc","frequently",14,"income"
"garlic_press","highinc","frequently",17,"income"
"garlic_press","lowinc","sometimes",15,"income"
"garlic_press","midinc","sometimes",24,"income"
"garlic_press","highinc","sometimes",39,"income"
"garlic_press","lowinc","never",12,"income"
"garlic_press","midinc","never",11,"income"
"garlic_press","highinc","never",10,"income"
"garlic_press","lowinc","dont_own",60,"income"
"garlic_press","midinc","dont_own",49,"income"
"garlic_press","highinc","dont_own",30,"income"
"garlic_press","lowinc","dont_know",4,"income"
"garlic_press","midinc","dont_know",1,"income"
"garlic_press","highinc","dont_know",4,"income"
"garlic_press","lowinc","total",100,"income"
"garlic_press","midinc","total",99,"income"
"garlic_press","highinc","total",100,"income"
"garlic_press","lowinc","N",406,"income"
"garlic_press","midinc","N",276,"income"
"garlic_press","highinc","N",212,"income"
"garlic_press","total","frequently",12,"none"
"garlic_press","total","sometimes",23,"none"
"garlic_press","total","never",12,"none"
"garlic_press","total","dont_own",50,"none"
"garlic_press","total","dont_know",3,"none"
"garlic_press","total","total",100,"none"
"garlic_press","total","N",998,"none"
"garlic_press","dem","frequently",14,"party"
"garlic_press","ind","frequently",10,"party"
"garlic_press","rep","frequently",13,"party"
"garlic_press","dem","sometimes",28,"party"
"garlic_press","ind","sometimes",18,"party"
"garlic_press","rep","sometimes",22,"party"
"garlic_press","dem","never",10,"party"
"garlic_press","ind","never",14,"party"
"garlic_press","rep","never",12,"party"
"garlic_press","dem","dont_own",46,"party"
"garlic_press","ind","dont_own",52,"party"
"garlic_press","rep","dont_own",50,"party"
"garlic_press","dem","dont_know",2,"party"
"garlic_press","ind","dont_know",6,"party"
"garlic_press","rep","dont_know",3,"party"
"garlic_press","dem","total",100,"party"
"garlic_press","ind","total",100,"party"
"garlic_press","rep","total",100,"party"
"garlic_press","dem","N",348,"party"
"garlic_press","ind","N",365,"party"
"garlic_press","rep","N",285,"party"
"garlic_press","white","frequently",12,"race"
"garlic_press","black","frequently",15,"race"
"garlic_press","hispanic","frequently",14,"race"
"garlic_press","other","frequently",12,"race"
"garlic_press","white","sometimes",23,"race"
"garlic_press","black","sometimes",13,"race"
"garlic_press","hispanic","sometimes",26,"race"
"garlic_press","other","sometimes",27,"race"
"garlic_press","white","never",13,"race"
"garlic_press","black","never",10,"race"
"garlic_press","hispanic","never",10,"race"
"garlic_press","other","never",8,"race"
"garlic_press","white","dont_own",49,"race"
"garlic_press","black","dont_own",53,"race"
"garlic_press","hispanic","dont_own",46,"race"
"garlic_press","other","dont_own",53,"race"
"garlic_press","white","dont_know",3,"race"
"garlic_press","black","dont_know",8,"race"
"garlic_press","hispanic","dont_know",4,"race"
"garlic_press","other","dont_know",1,"race"
"garlic_press","white","total",100,"race"
"garlic_press","black","total",99,"race"
"garlic_press","hispanic","total",100,"race"
"garlic_press","other","total",101,"race"
"garlic_press","white","N",659,"race"
"garlic_press","black","N",107,"race"
"garlic_press","hispanic","N",148,"race"
"garlic_press","other","N",84,"race"
"garlic_press","northeast","frequently",17,"region"
"garlic_press","midwest","frequently",10,"region"
"garlic_press","south","frequently",11,"region"
"garlic_press","west","frequently",13,"region"
"garlic_press","northeast","sometimes",27,"region"
"garlic_press","midwest","sometimes",18,"region"
"garlic_press","south","sometimes",21,"region"
"garlic_press","west","sometimes",27,"region"
"garlic_press","northeast","never",15,"region"
"garlic_press","midwest","never",11,"region"
"garlic_press","south","never",11,"region"
"garlic_press","west","never",12,"region"
"garlic_press","northeast","dont_own",36,"region"
"garlic_press","midwest","dont_own",58,"region"
"garlic_press","south","dont_own",53,"region"
"garlic_press","west","dont_own",45,"region"
"garlic_press","northeast","dont_know",4,"region"
"garlic_press","midwest","dont_know",3,"region"
"garlic_press","south","dont_know",3,"region"
"garlic_press","west","dont_know",3,"region"
"garlic_press","northeast","total",99,"region"
"garlic_press","midwest","total",100,"region"
"garlic_press","south","total",99,"region"
"garlic_press","west","total",100,"region"
"garlic_press","northeast","N",176,"region"
"garlic_press","midwest","N",222,"region"
"garlic_press","south","N",365,"region"
"garlic_press","west","N",235,"region"
"garlic_press","male","frequently",11,"sex"
"garlic_press","female","frequently",14,"sex"
"garlic_press","male","sometimes",28,"sex"
"garlic_press","female","sometimes",18,"sex"
"garlic_press","male","never",14,"sex"
"garlic_press","female","never",10,"sex"
"garlic_press","male","dont_own",44,"sex"
"garlic_press","female","dont_own",54,"sex"
"garlic_press","male","dont_know",3,"sex"
"garlic_press","female","dont_know",4,"sex"
"garlic_press","male","total",100,"sex"
"garlic_press","female","total",100,"sex"
"garlic_press","male","N",466,"sex"
"garlic_press","female","N",532,"sex"
"garlic_press","biden","frequently",17,"vote"
"garlic_press","trump","frequently",12,"vote"
"garlic_press","biden","sometimes",27,"vote"
"garlic_press","trump","sometimes",23,"vote"
"garlic_press","biden","never",9,"vote"
"garlic_press","trump","never",15,"vote"
"garlic_press","biden","dont_own",45,"vote"
"garlic_press","trump","dont_own",49,"vote"
"garlic_press","biden","dont_know",2,"vote"
"garlic_press","trump","dont_know",2,"vote"
"garlic_press","biden","total",100,"vote"
"garlic_press","trump","total",101,"vote"
"garlic_press","biden","N",323,"vote"
"garlic_press","trump","N",369,"vote"
"grater","x18_29","frequently",17,"age"
"grater","x30_44","frequently",32,"age"
"grater","x45_64","frequently",26,"age"
"grater","x65_plus","frequently",29,"age"
"grater","x18_29","sometimes",47,"age"
"grater","x30_44","sometimes",35,"age"
"grater","x45_64","sometimes",44,"age"
"grater","x65_plus","sometimes",47,"age"
"grater","x18_29","never",13,"age"
"grater","x30_44","never",18,"age"
"grater","x45_64","never",13,"age"
"grater","x65_plus","never",12,"age"
"grater","x18_29","dont_own",19,"age"
"grater","x30_44","dont_own",12,"age"
"grater","x45_64","dont_own",15,"age"
"grater","x65_plus","dont_own",11,"age"
"grater","x18_29","dont_know",4,"age"
"grater","x30_44","dont_know",3,"age"
"grater","x45_64","dont_know",3,"age"
"grater","x65_plus","dont_know",1,"age"
"grater","x18_29","total",100,"age"
"grater","x30_44","total",100,"age"
"grater","x45_64","total",101,"age"
"grater","x65_plus","total",100,"age"
"grater","x18_29","N",149,"age"
"grater","x30_44","N",218,"age"
"grater","x45_64","N",364,"age"
"grater","x65_plus","N",266,"age"
"grater","lowinc","frequently",23,"income"
"grater","midinc","frequently",28,"income"
"grater","highinc","frequently",34,"income"
"grater","lowinc","sometimes",38,"income"
"grater","midinc","sometimes",48,"income"
"grater","highinc","sometimes",51,"income"
"grater","lowinc","never",14,"income"
"grater","midinc","never",14,"income"
"grater","highinc","never",10,"income"
"grater","lowinc","dont_own",21,"income"
"grater","midinc","dont_own",9,"income"
"grater","highinc","dont_own",4,"income"
"grater","lowinc","dont_know",3,"income"
"grater","midinc","dont_know",1,"income"
"grater","highinc","dont_know",1,"income"
"grater","lowinc","total",99,"income"
"grater","midinc","total",100,"income"
"grater","highinc","total",100,"income"
"grater","lowinc","N",405,"income"
"grater","midinc","N",275,"income"
"grater","highinc","N",213,"income"
"grater","total","frequently",26,"none"
"grater","total","sometimes",43,"none"
"grater","total","never",14,"none"
"grater","total","dont_own",14,"none"
"grater","total","dont_know",3,"none"
"grater","total","total",100,"none"
"grater","total","N",997,"none"
"grater","dem","frequently",30,"party"
"grater","ind","frequently",20,"party"
"grater","rep","frequently",28,"party"
"grater","dem","sometimes",40,"party"
"grater","ind","sometimes",43,"party"
"grater","rep","sometimes",47,"party"
"grater","dem","never",11,"party"
"grater","ind","never",19,"party"
"grater","rep","never",11,"party"
"grater","dem","dont_own",15,"party"
"grater","ind","dont_own",14,"party"
"grater","rep","dont_own",14,"party"
"grater","dem","dont_know",3,"party"
"grater","ind","dont_know",4,"party"
"grater","rep","dont_know",1,"party"
"grater","dem","total",99,"party"
"grater","ind","total",100,"party"
"grater","rep","total",101,"party"
"grater","dem","N",348,"party"
"grater","ind","N",367,"party"
"grater","rep","N",282,"party"
"grater","white","frequently",26,"race"
"grater","black","frequently",24,"race"
"grater","hispanic","frequently",35,"race"
"grater","other","frequently",17,"race"
"grater","white","sometimes",45,"race"
"grater","black","sometimes",33,"race"
"grater","hispanic","sometimes",38,"race"
"grater","other","sometimes",52,"race"
"grater","white","never",14,"race"
"grater","black","never",18,"race"
"grater","hispanic","never",15,"race"
"grater","other","never",11,"race"
"grater","white","dont_own",13,"race"
"grater","black","dont_own",20,"race"
"grater","hispanic","dont_own",12,"race"
"grater","other","dont_own",16,"race"
"grater","white","dont_know",2,"race"
"grater","black","dont_know",5,"race"
"grater","hispanic","dont_know",1,"race"
"grater","other","dont_know",4,"race"
"grater","white","total",100,"race"
"grater","black","total",100,"race"
"grater","hispanic","total",101,"race"
"grater","other","total",100,"race"
"grater","white","N",659,"race"
"grater","black","N",106,"race"
"grater","hispanic","N",148,"race"
"grater","other","N",84,"race"
"grater","northeast","frequently",30,"region"
"grater","midwest","frequently",20,"region"
"grater","south","frequently",25,"region"
"grater","west","frequently",31,"region"
"grater","northeast","sometimes",43,"region"
"grater","midwest","sometimes",45,"region"
"grater","south","sometimes",42,"region"
"grater","west","sometimes",43,"region"
"grater","northeast","never",12,"region"
"grater","midwest","never",17,"region"
"grater","south","never",14,"region"
"grater","west","never",13,"region"
"grater","northeast","dont_own",10,"region"
"grater","midwest","dont_own",16,"region"
"grater","south","dont_own",17,"region"
"grater","west","dont_own",11,"region"
"grater","northeast","dont_know",5,"region"
"grater","midwest","dont_know",2,"region"
"grater","south","dont_know",3,"region"
"grater","west","dont_know",1,"region"
"grater","northeast","total",100,"region"
"grater","midwest","total",100,"region"
"grater","south","total",101,"region"
"grater","west","total",99,"region"
"grater","northeast","N",176,"region"
"grater","midwest","N",221,"region"
"grater","south","N",367,"region"
"grater","west","N",233,"region"
"grater","male","frequently",22,"sex"
"grater","female","frequently",30,"sex"
"grater","male","sometimes",45,"sex"
"grater","female","sometimes",41,"sex"
"grater","male","never",18,"sex"
"grater","female","never",11,"sex"
"grater","male","dont_own",13,"sex"
"grater","female","dont_own",15,"sex"
"grater","male","dont_know",2,"sex"
"grater","female","dont_know",3,"sex"
"grater","male","total",100,"sex"
"grater","female","total",100,"sex"
"grater","male","N",464,"sex"
"grater","female","N",533,"sex"
"grater","biden","frequently",33,"vote"
"grater","trump","frequently",26,"vote"
"grater","biden","sometimes",43,"vote"
"grater","trump","sometimes",48,"vote"
"grater","biden","never",12,"vote"
"grater","trump","never",13,"vote"
"grater","biden","dont_own",10,"vote"
"grater","trump","dont_own",12,"vote"
"grater","biden","dont_know",1,"vote"
"grater","trump","dont_know",1,"vote"
"grater","biden","total",99,"vote"
"grater","trump","total",100,"vote"
"grater","biden","N",324,"vote"
"grater","trump","N",367,"vote"
"ice_cream_scooper","x18_29","frequently",16,"age"
"ice_cream_scooper","x30_44","frequently",20,"age"
"ice_cream_scooper","x45_64","frequently",20,"age"
"ice_cream_scooper","x65_plus","frequently",23,"age"
"ice_cream_scooper","x18_29","sometimes",32,"age"
"ice_cream_scooper","x30_44","sometimes",36,"age"
"ice_cream_scooper","x45_64","sometimes",46,"age"
"ice_cream_scooper","x65_plus","sometimes",43,"age"
"ice_cream_scooper","x18_29","never",16,"age"
"ice_cream_scooper","x30_44","never",16,"age"
"ice_cream_scooper","x45_64","never",11,"age"
"ice_cream_scooper","x65_plus","never",14,"age"
"ice_cream_scooper","x18_29","dont_own",34,"age"
"ice_cream_scooper","x30_44","dont_own",23,"age"
"ice_cream_scooper","x45_64","dont_own",22,"age"
"ice_cream_scooper","x65_plus","dont_own",19,"age"
"ice_cream_scooper","x18_29","dont_know",3,"age"
"ice_cream_scooper","x30_44","dont_know",5,"age"
"ice_cream_scooper","x45_64","dont_know",2,"age"
"ice_cream_scooper","x65_plus","dont_know",0,"age"
"ice_cream_scooper","x18_29","total",101,"age"
"ice_cream_scooper","x30_44","total",100,"age"
"ice_cream_scooper","x45_64","total",101,"age"
"ice_cream_scooper","x65_plus","total",99,"age"
"ice_cream_scooper","x18_29","N",149,"age"
"ice_cream_scooper","x30_44","N",219,"age"
"ice_cream_scooper","x45_64","N",364,"age"
"ice_cream_scooper","x65_plus","N",267,"age"
"ice_cream_scooper","lowinc","frequently",18,"income"
"ice_cream_scooper","midinc","frequently",20,"income"
"ice_cream_scooper","highinc","frequently",27,"income"
"ice_cream_scooper","lowinc","sometimes",35,"income"
"ice_cream_scooper","midinc","sometimes",44,"income"
"ice_cream_scooper","highinc","sometimes",47,"income"
"ice_cream_scooper","lowinc","never",14,"income"
"ice_cream_scooper","midinc","never",13,"income"
"ice_cream_scooper","highinc","never",13,"income"
"ice_cream_scooper","lowinc","dont_own",30,"income"
"ice_cream_scooper","midinc","dont_own",22,"income"
"ice_cream_scooper","highinc","dont_own",10,"income"
"ice_cream_scooper","lowinc","dont_know",3,"income"
"ice_cream_scooper","midinc","dont_know",1,"income"
"ice_cream_scooper","highinc","dont_know",3,"income"
"ice_cream_scooper","lowinc","total",100,"income"
"ice_cream_scooper","midinc","total",100,"income"
"ice_cream_scooper","highinc","total",100,"income"
"ice_cream_scooper","lowinc","N",406,"income"
"ice_cream_scooper","midinc","N",276,"income"
"ice_cream_scooper","highinc","N",213,"income"
"ice_cream_scooper","total","frequently",20,"none"
"ice_cream_scooper","total","sometimes",40,"none"
"ice_cream_scooper","total","never",14,"none"
"ice_cream_scooper","total","dont_own",24,"none"
"ice_cream_scooper","total","dont_know",2,"none"
"ice_cream_scooper","total","total",100,"none"
"ice_cream_scooper","total","N",999,"none"
"ice_cream_scooper","dem","frequently",26,"party"
"ice_cream_scooper","ind","frequently",14,"party"
"ice_cream_scooper","rep","frequently",20,"party"
"ice_cream_scooper","dem","sometimes",40,"party"
"ice_cream_scooper","ind","sometimes",36,"party"
"ice_cream_scooper","rep","sometimes",45,"party"
"ice_cream_scooper","dem","never",11,"party"
"ice_cream_scooper","ind","never",17,"party"
"ice_cream_scooper","rep","never",13,"party"
"ice_cream_scooper","dem","dont_own",21,"party"
"ice_cream_scooper","ind","dont_own",30,"party"
"ice_cream_scooper","rep","dont_own",20,"party"
"ice_cream_scooper","dem","dont_know",2,"party"
"ice_cream_scooper","ind","dont_know",4,"party"
"ice_cream_scooper","rep","dont_know",1,"party"
"ice_cream_scooper","dem","total",100,"party"
"ice_cream_scooper","ind","total",101,"party"
"ice_cream_scooper","rep","total",99,"party"
"ice_cream_scooper","dem","N",347,"party"
"ice_cream_scooper","ind","N",367,"party"
"ice_cream_scooper","rep","N",285,"party"
"ice_cream_scooper","white","frequently",18,"race"
"ice_cream_scooper","black","frequently",27,"race"
"ice_cream_scooper","hispanic","frequently",26,"race"
"ice_cream_scooper","other","frequently",12,"race"
"ice_cream_scooper","white","sometimes",43,"race"
"ice_cream_scooper","black","sometimes",31,"race"
"ice_cream_scooper","hispanic","sometimes",30,"race"
"ice_cream_scooper","other","sometimes",43,"race"
"ice_cream_scooper","white","never",15,"race"
"ice_cream_scooper","black","never",8,"race"
"ice_cream_scooper","hispanic","never",13,"race"
"ice_cream_scooper","other","never",14,"race"
"ice_cream_scooper","white","dont_own",21,"race"
"ice_cream_scooper","black","dont_own",29,"race"
"ice_cream_scooper","hispanic","dont_own",30,"race"
"ice_cream_scooper","other","dont_own",28,"race"
"ice_cream_scooper","white","dont_know",2,"race"
"ice_cream_scooper","black","dont_know",5,"race"
"ice_cream_scooper","hispanic","dont_know",2,"race"
"ice_cream_scooper","other","dont_know",2,"race"
"ice_cream_scooper","white","total",99,"race"
"ice_cream_scooper","black","total",100,"race"
"ice_cream_scooper","hispanic","total",101,"race"
"ice_cream_scooper","other","total",99,"race"
"ice_cream_scooper","white","N",659,"race"
"ice_cream_scooper","black","N",107,"race"
"ice_cream_scooper","hispanic","N",149,"race"
"ice_cream_scooper","other","N",84,"race"
"ice_cream_scooper","northeast","frequently",19,"region"
"ice_cream_scooper","midwest","frequently",18,"region"
"ice_cream_scooper","south","frequently",21,"region"
"ice_cream_scooper","west","frequently",20,"region"
"ice_cream_scooper","northeast","sometimes",42,"region"
"ice_cream_scooper","midwest","sometimes",43,"region"
"ice_cream_scooper","south","sometimes",40,"region"
"ice_cream_scooper","west","sometimes",36,"region"
"ice_cream_scooper","northeast","never",12,"region"
"ice_cream_scooper","midwest","never",15,"region"
"ice_cream_scooper","south","never",11,"region"
"ice_cream_scooper","west","never",18,"region"
"ice_cream_scooper","northeast","dont_own",22,"region"
"ice_cream_scooper","midwest","dont_own",23,"region"
"ice_cream_scooper","south","dont_own",24,"region"
"ice_cream_scooper","west","dont_own",25,"region"
"ice_cream_scooper","northeast","dont_know",5,"region"
"ice_cream_scooper","midwest","dont_know",1,"region"
"ice_cream_scooper","south","dont_know",3,"region"
"ice_cream_scooper","west","dont_know",1,"region"
"ice_cream_scooper","northeast","total",100,"region"
"ice_cream_scooper","midwest","total",100,"region"
"ice_cream_scooper","south","total",99,"region"
"ice_cream_scooper","west","total",100,"region"
"ice_cream_scooper","northeast","N",176,"region"
"ice_cream_scooper","midwest","N",221,"region"
"ice_cream_scooper","south","N",367,"region"
"ice_cream_scooper","west","N",235,"region"
"ice_cream_scooper","male","frequently",18,"sex"
"ice_cream_scooper","female","frequently",21,"sex"
"ice_cream_scooper","male","sometimes",38,"sex"
"ice_cream_scooper","female","sometimes",42,"sex"
"ice_cream_scooper","male","never",17,"sex"
"ice_cream_scooper","female","never",11,"sex"
"ice_cream_scooper","male","dont_own",24,"sex"
"ice_cream_scooper","female","dont_own",24,"sex"
"ice_cream_scooper","male","dont_know",3,"sex"
"ice_cream_scooper","female","dont_know",2,"sex"
"ice_cream_scooper","male","total",100,"sex"
"ice_cream_scooper","female","total",100,"sex"
"ice_cream_scooper","male","N",467,"sex"
"ice_cream_scooper","female","N",532,"sex"
"ice_cream_scooper","biden","frequently",21,"vote"
"ice_cream_scooper","trump","frequently",21,"vote"
"ice_cream_scooper","biden","sometimes",42,"vote"
"ice_cream_scooper","trump","sometimes",44,"vote"
"ice_cream_scooper","biden","never",14,"vote"
"ice_cream_scooper","trump","never",15,"vote"
"ice_cream_scooper","biden","dont_own",21,"vote"
"ice_cream_scooper","trump","dont_own",18,"vote"
"ice_cream_scooper","biden","dont_know",2,"vote"
"ice_cream_scooper","trump","dont_know",2,"vote"
"ice_cream_scooper","biden","total",100,"vote"
"ice_cream_scooper","trump","total",100,"vote"
"ice_cream_scooper","biden","N",324,"vote"
"ice_cream_scooper","trump","N",369,"vote"
"kitchen_scissors","x18_29","frequently",32,"age"
"kitchen_scissors","x30_44","frequently",46,"age"
"kitchen_scissors","x45_64","frequently",54,"age"
"kitchen_scissors","x65_plus","frequently",59,"age"
"kitchen_scissors","x18_29","sometimes",39,"age"
"kitchen_scissors","x30_44","sometimes",28,"age"
"kitchen_scissors","x45_64","sometimes",25,"age"
"kitchen_scissors","x65_plus","sometimes",27,"age"
"kitchen_scissors","x18_29","never",6,"age"
"kitchen_scissors","x30_44","never",5,"age"
"kitchen_scissors","x45_64","never",3,"age"
"kitchen_scissors","x65_plus","never",3,"age"
"kitchen_scissors","x18_29","dont_own",17,"age"
"kitchen_scissors","x30_44","dont_own",16,"age"
"kitchen_scissors","x45_64","dont_own",17,"age"
"kitchen_scissors","x65_plus","dont_own",11,"age"
"kitchen_scissors","x18_29","dont_know",6,"age"
"kitchen_scissors","x30_44","dont_know",5,"age"
"kitchen_scissors","x45_64","dont_know",2,"age"
"kitchen_scissors","x65_plus","dont_know",0,"age"
"kitchen_scissors","x18_29","total",100,"age"
"kitchen_scissors","x30_44","total",100,"age"
"kitchen_scissors","x45_64","total",101,"age"
"kitchen_scissors","x65_plus","total",100,"age"
"kitchen_scissors","x18_29","N",149,"age"
"kitchen_scissors","x30_44","N",219,"age"
"kitchen_scissors","x45_64","N",365,"age"
"kitchen_scissors","x65_plus","N",267,"age"
"kitchen_scissors","lowinc","frequently",42,"income"
"kitchen_scissors","midinc","frequently",55,"income"
"kitchen_scissors","highinc","frequently",60,"income"
"kitchen_scissors","lowinc","sometimes",29,"income"
"kitchen_scissors","midinc","sometimes",27,"income"
"kitchen_scissors","highinc","sometimes",25,"income"
"kitchen_scissors","lowinc","never",3,"income"
"kitchen_scissors","midinc","never",2,"income"
"kitchen_scissors","highinc","never",6,"income"
"kitchen_scissors","lowinc","dont_own",22,"income"
"kitchen_scissors","midinc","dont_own",13,"income"
"kitchen_scissors","highinc","dont_own",6,"income"
"kitchen_scissors","lowinc","dont_know",3,"income"
"kitchen_scissors","midinc","dont_know",2,"income"
"kitchen_scissors","highinc","dont_know",3,"income"
"kitchen_scissors","lowinc","total",99,"income"
"kitchen_scissors","midinc","total",99,"income"
"kitchen_scissors","highinc","total",100,"income"
"kitchen_scissors","lowinc","N",407,"income"
"kitchen_scissors","midinc","N",276,"income"
"kitchen_scissors","highinc","N",213,"income"
"kitchen_scissors","total","frequently",49,"none"
"kitchen_scissors","total","sometimes",29,"none"
"kitchen_scissors","total","never",4,"none"
"kitchen_scissors","total","dont_own",15,"none"
"kitchen_scissors","total","dont_know",3,"none"
"kitchen_scissors","total","total",100,"none"
"kitchen_scissors","total","N",1000,"none"
"kitchen_scissors","dem","frequently",48,"party"
"kitchen_scissors","ind","frequently",44,"party"
"kitchen_scissors","rep","frequently",54,"party"
"kitchen_scissors","dem","sometimes",28,"party"
"kitchen_scissors","ind","sometimes",30,"party"
