"country","isocode","continent","witchcraft","abslat","rugged","calsuit","distcoast","religiosity","kinshipsch","wgirl","wgige","wgicc","secure","taxeff","justsys","legit","conflocpolice","confjudsys","confnatgov","schautoembed","hofidv","hofuai","hofivr","uzloose","traditionwvs","creativewvs","riskwvs","chindependencewvs","chimaginewvs","crithink","trustinoutwvs","bloodfam","chtolerancewvs","mai","trustgen","trustnbrglp","trustoutwvs","trustbuspar","fairwvs","impfriendswvs","impleisurewvs","blood","charity","strangerhelp","whrhappy","subjhealthwvs","whrposaffect","whrnegaffect","controlwvs","whrfreechoice","fatalism","hardwork","bzsg","limgoodwvs","entrisk","disideas","patapp","hindex","rdtogdp","lngdppcppp","lnpovrat","lifexp","schyears","hdi","disastexp","droughtexp","disrichness","newconfreq","unemprate"
"Kazakhstan","KAZ","Asia",0.603651645033325,48.179966,0.372478,608.05536,2.2061734,2.90718031394531,0.22743663,-0.5919318,-0.28489694,-0.90696937,1.25,2.75,1.8,3.6666667,0.542666666666667,0.468666666666667,0.707333333333333,NA,NA,NA,NA,NA,0.60249996,-0.11118947,-0.8782745,0.42249095,0.12818007,3.716646671,1.0479212,NA,0.57759976,4.28,0.3226969,3.2269785,2.17406,0.4283926,6.021481,3.3027415,3.1650672,10.653294,0.198,0.38,5.744988,3.7069135,0.70615125,0.1610888,6.8484364,0.79348403,0.682495436019576,0.71,3.3,4.627793,50.489808125,3.567582846,6.10289226384362,64.5221323198704,0.16944,10.027383,-0.24846132,70.16566,11,0.79575,9.54,1.499,206,0,5.468
"Kenya","KEN","Africa",0.23665241295052,0.53412604,0.66906995,1188.0876,0.4088655,3.8451979134704,0.58665586,-0.7146461,-0.4603849,-0.98934364,2,3,2.4,2.3333333,0.567333333333333,0.480666666666667,0.538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.701335907,NA,0,NA,6.51,0.28336972,3.1052206,NA,0.6104197,NA,NA,NA,5.2967515,0.362666666666667,0.668666666666667,4.3423576,NA,0.7643514,0.18876478,NA,0.70979047,NA,0.923846153846154,3.16,NA,58.203000825,3.870164156,2.7086546472907,78.9766774166483,0.7856,8.180677,4.1972017,62.7815,8.4,0.57825,16.47,1.246,229,0.03571808,2.8009999
"Kyrgyzstan","KGZ","Asia",0.48131899749477,41.46448,4.287271,480.328,1.9184518,3.38434765556322,0.93870217,-1.1257074,-0.773088,-1.1643875,NA,NA,NA,NA,0.485333333333333,0.299333333333333,0.484,NA,NA,NA,39.285713,52.6,0.3901346,0.5330008,-0.58126706,0.49135998,0.20932761,3.035992622,1.2843641,NA,0.5768587,4.59,0.22538152,3.4083943,1.9960133,0.31454274,6.3170896,3.3412728,2.980686,NA,0.244,0.440666666666667,5.0976954,3.8940828,0.6999355,0.15488012,7.3617897,0.7566372,0.757422254277176,0.792307692307692,NA,4.180965,42.7423795041666,3.170145988,1.49587748261363,58.8922141005545,0.12086,8.416391,2.8454905,69.98659,10.6,0.683,16.46,1.038,203,0,8.027
"Lebanon","LBN","Asia",0.501835024981431,33.92232,4.1970763,1223.0667,0.026669707,3.50640755277563,0.69631547,-0.75213224,-0.40733936,-0.9109794,2,1.25,1.6,2.6666667,0.613333333333333,0.323846153846154,0.236,NA,NA,NA,NA,NA,0.009810854,0.11809163,-0.5075707,0.37291667,0.215,4.339539528,0.86144817,0.95858896,0.5595833,3.89,0.104111984,3.1234045,2.1665387,0.44566295,6.026711,3.390242,3.1797078,1.0983638,0.317857142857143,0.466428571428572,5.040589,3.9449666,0.535079,0.3193035,6.42453,0.6314906,0.901500401749122,0.696666666666667,NA,5.377797,49.0280717625,3.665677309,18.2296156577401,75.3768962273503,NA,9.7687435,-2.3025851,78.5366,9.3,0.7515,11.43,1.022,192,0.017094433,6.451
"Liberia","LBR","Africa",0.310666666666667,6.4475565,0.2632179,1243.8583,0.09606881,3.86395027624309,0.32898062,-0.93188506,-1.2921419,-0.6671839,1.25,1,2.4,3,0.49,0.413636363636364,0.538181818181818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.082354069,NA,0.538042,NA,6.14,0.25984251,3.1991136,NA,0.5644636,NA,NA,NA,2.7033958,0.144545454545455,0.78,3.9115992,NA,0.58857775,0.36829028,NA,0.71697265,NA,0.894,NA,NA,43.7222967583333,3.176388264,0,50.6966708631258,NA,7.3207836,4.3307333,60.8884,1.9,0.47275,13.56,0.114,213,0.017094433,2.355
"Lithuania","LTU","Europe",0.510048675238296,55.335835,0.17501567,1377.0742,0.25619954,2.6676885551941,-0.7816593,0.8663488,0.8625738,0.43391645,3.5,3.75,2.8,3.6666667,0.594666666666667,0.321333333333333,0.273333333333333,NA,60,65,15.625,54.4,NA,NA,NA,0.7588278,0.08114541,3.530771255,1.0310175,0,0.5624775,2.72,0.26601025,3.2580853,2.1744251,0.32699913,4.942455,2.9893982,2.934194,9.044864,0.116,0.37,5.686143,3.4255874,0.5679226,0.26727507,6.656873,0.57739717,0.750438900016155,0.401666666666667,3.95,4.5304585,55.7071298375,3.983775377,47.1111849715836,76.1182839261278,1.04246,10.250171,0.8329091,73.83268,12.83572,0.85625,7.37,1.064,193,0,11.271
"Latvia","LVA","Europe",0.659161873103072,56.854187,0.15447038,1287.9746,0.26515973,2.3650434680163,-0.80251205,0.82690483,0.82737815,0.34205,3.3333333,1.75,2.8,3.3333333,0.552142857142857,0.332857142857143,0.232142857142857,0.01999998,70,63,12.946428,42.7,NA,NA,NA,0.57408595,0.11591234,3.538777113,NA,0.03901692,0.70662534,2.04,0.21515614,3.08551,NA,0.4381326,5.8796725,2.954525,2.8495178,26.401627,0.224285714285714,0.316428571428571,5.389319,3.2907453,0.6074177,0.22841537,5.9999146,0.61531395,0.797121095170999,0.546666666666667,4.24,4.2908964,50.559082625,3.739438295,39.6226278246089,72.5729865704611,0.625499999999999,10.118453,0.86710054,73.813416,13.23453,0.84425,8.81,1.043,194,0,12.695
"Morocco","MAR","Africa",0.802986898107271,31.881527,2.4125645,741.2526,0.16449302,3.82351698223752,0.74075705,-0.18445802,-0.11025095,-0.28776646,2.75,2.5,1.6,2.6666667,0.65,0.41,0.476666666666667,NA,46,68,25.446428,0,0.8828226,0.076564476,-0.89893115,0.43653718,0.18906663,2.192788601,1.487587,0.3120336,0.6316439,6.39,0.16467059,3.3392959,1.8651478,0.42332026,4.278622,3.1329715,2.713537,5.45734,0.0436363636363636,0.546363636363636,5.0631404,4.00493,0.69001245,0.2496378,5.8727736,0.701999,0.973874668953208,0.897777777777778,NA,4.9585586,44.0157592333333,3.243024349,2.30421706904162,74.7558478528381,0.7142,8.807228,1.9878744,75.0219,4.8,0.64975,12.14,1.877,201,0.03390155,9.24
"Moldova","MDA","Europe",0.568450949236097,47.204636,0.7992945,2535.3774,0.19669253,3.27075440510987,-1.2464359,-0.37695158,-0.58171684,-0.75044954,NA,NA,NA,NA,0.391333333333333,0.254,0.221333333333333,NA,NA,NA,19.196428,41.9,0.8267951,0.37554976,-0.99665827,0.44909716,0.18961746,3.303145885,1.0992975,0.58758813,0.65275335,3.8,0.17350452,2.9795532,1.9514687,0.34718725,5.244917,3.0197387,2.889814,8.51681,0.192666666666667,0.440666666666667,5.7028747,3.2028353,0.5822157,0.280193,6.4128294,0.6006758,0.788157751674117,0.506923076923077,NA,4.397661,42.2379990416666,3.314335346,4.96596561418124,67.1800307423874,0.36967,9.170968,1.3029127,70.5153,11.59536,0.73225,9.59,1.483,198,0.036367644,5.103
"Mexico","MEX","Americas",0.400735526607717,23.94058,1.7323904,1163.9934,0.18328734,3.24809318146779,-1.3511089,-0.53991586,0.20287605,-0.54084736,2.25,1.75,1.2,2.6666667,0.413333333333333,0.352,0.373333333333333,-0.30500007,30,82,97.32143,74.7,0.60691595,0.17906563,-1.0829921,0.35320398,0.21350339,2.959775925,1.1058742,0.9724062,0.6380483,4.75,0.1986644,3.1094959,1.8062031,0.43533012,6.2040453,3.0530014,3.2676218,0.41785008,0.202857142857143,0.467142857142857,6.841708,3.7702796,0.81267303,0.22578368,7.9402905,0.76075315,NA,0.83,4.08,4.024613,48.9840328666666,3.361047268,17.9372110677957,87.2406264731421,0.55238,9.835018,2.4630017,74.997,8.60084999999999,0.7615,14.09,0.796,230,0.017094433,4.59
"Mali","MLI","Africa",0.567639199938421,17.355291,0.14719929,394.19006,1.0135518,3.90391500418209,1.1669948,-0.59972775,-0.9120924,-0.68562746,2.25,1.75,1.8,2,0.616428571428571,0.457857142857143,0.542857142857143,NA,NA,NA,42.63393,NA,0.53909606,0.19806558,-0.7765069,0.42372882,0.23598436,3.604249239,0.8311302,0.70380056,0.59908736,8.03,0.31078807,3.4879305,2.5733156,0.6622181,6.153047,3.5033333,2.9649243,0.9159371,0.123571428571429,0.485714285714286,4.1824384,3.856669,0.7400652,0.20367984,6.1228194,0.68039715,NA,0.775,NA,5.418296,40.9831851708333,3.267155647,0.701162467013321,65.7949253955801,0.58348,7.644223,4.3795238,56.3598,1.90789,0.41775,15.68,0.729,214,0.066691376,7.657
"Mozambique","MOZ","Africa",0.316787891587861,17.26374,0.6123746,1955.2002,0.20992784,3.84565887786458,1.1573293,-0.73362833,-0.67501974,-0.61695635,1.25,2.25,2.2,2,0.61125,0.61125,0.67625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.496681213,NA,0.48044044,NA,NA,0.28027448,3.3651674,NA,0.53042865,NA,NA,NA,2.3937097,0.1625,0.465,4.6135817,NA,0.6069561,0.30393082,NA,0.697386,NA,0.718571428571429,NA,NA,38.3889635458333,3.068805218,0,65.7367334405634,0.33732,7.0364103,4.450269,54.8149,2.1,0.42625,13.31,1,212,0.022989519,3.296
"Malaysia","MYS","Asia",0.356513497593691,3.7908506,1.0087286,884.6339,0.0574922,3.91129799635385,-0.4404291,0.46621382,0.99112993,0.13708043,2.75,2.25,2.2,2.3333333,0.740769230769231,0.67,0.716153846153846,-0.78499985,26,36,57.142857,NA,0.5295622,0.092559665,-0.94198143,0.68248665,0.17829993,4.707752705,1.1927043,5.0935247e-05,0.7223775,NA,0.123126455,3.197009,2.009098,0.47228315,5.9686394,3.3422039,3.2890985,23.904963,0.45,0.442307692307692,5.8159575,4.0704346,0.8131126,0.22052214,7.330338,0.79822457,0.923660504456827,0.885454545454545,3.63,4.3464046,71.5359310291666,5.192769527,36.4957314671972,80.7501439166428,1.29813,10.031253,0.43825498,74.9754,10.5,0.791,19.05,0.344,229,0.03390155,3.231
"Niger","NER","Africa",0.45589476979821,17.424076,0.17826943,146.82501,1.1863166,3.84121833181215,0.45758912,-0.5885387,-0.6725353,-0.6532345,2.5,1,2.2,2.6666667,0.792142857142857,0.644285714285714,0.621428571428572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6966288,NA,6.64,0.4021358,3.6496851,NA,0.7067856,NA,NA,NA,1.0367742,0.1,0.514285714285714,4.1376805,NA,0.68443465,0.21258546,NA,0.74865705,0.581919316192468,0.799230769230769,NA,NA,NA,NA,NA,NA,NA,6.9867215,4.3876357,58.9417,NA,0.3635,19.26,1.284,213,0.066691376,0.847
"Nigeria","NGA","Africa",0.264333126000312,9.585303,0.3123665,1367.6014,0.49077952,3.87256335233524,0.84740627,-1.0690922,-1.0686004,-1.0992708,2,2.75,1.4,1.3333334,0.456,0.484666666666667,0.371333333333333,-1.3099998,NA,NA,83.92857,17.9,0.19797914,0.49529046,-0.24477695,0.25996777,0.101245806,2.457228422,0.9480692,0.31558248,0.63824743,7.76,0.3212112,3.1951604,2.1279485,0.58986056,5.596956,3.4692457,3.437654,6.3011484,0.284666666666667,0.660666666666667,5.0580363,4.246635,0.73619556,0.2367501,6.92375,0.6579546,NA,0.880769230769231,NA,5.255609,53.794154525,3.441231012,0.136428348167988,75.007400966377,NA,8.539055,4.375757,51.9866,6.9,0.5155,19.66,0.315,237,0.082691714,4.664
"Nicaragua","NIC","Americas",0.493460552446113,12.84069,0.99224126,1407.4966,0.07717091,3.84232438441419,-1.516571,-0.7290396,-0.8415729,-0.7994599,1.75,2,2.6,2.3333333,0.508666666666667,0.402,0.478666666666667,NA,NA,NA,NA,NA,NA,NA,NA,0.26166666,0.11833333,2.554840565,0.9716667,0,0.7441667,6,0.0425,3.2064798,1.7672222,0.51064515,NA,3.095,3.305,12.469568,0.281333333333333,0.452,5.743779,3.8916667,0.80684835,0.30590472,7.995,0.8081991,NA,0.894615384615385,NA,NA,40.4235521916666,2.890322208,0.336372789874092,63.4051189656105,0.10795,8.55366,2.8931456,73.0356,6.3,0.646,25.67,0.177,201,0.017094433,5.555
"Netherlands","NLD","Europe",0.123414466945326,52.249737,0.03650312,1397.0653,0.04181127,2.32506797958256,-1.056604,1.8562638,1.7886502,2.0335724,4,3.5,4,3.6666667,0.755714285714286,0.653571428571429,0.605,1.3,80,53,68.30357,78.9,-0.21304318,0.59268653,-0.60496473,0.5120113,0.2356486,5.253973484,0.87028575,0,0.8230739,7.46,0.5592431,3.503937,2.4525084,0.63578707,6.700711,3.529371,3.4474592,29.936167,0.679230769230769,0.498333333333333,7.4688244,3.929717,0.847126,0.20589386,6.5668263,0.90756327,0.391712271536038,0.85,NA,4.7499027,69.7817385166666,4.677999973,95.8573572904217,99.9884613679419,2.01329,10.87685,-1.7719568,81.16561,12.14078,0.9305,31.72,1.098,194,0,5.617
"Norway","NOR","Europe",0.163766583964988,64.46699,2.4091237,113.716805,0.05349992,2.33648433369403,-1.2708284,1.9657863,1.8739601,2.158939,3.75,4,3.6,4,0.853,0.84,0.666,0.7349999,69,50,55.13393,NA,0.631405,0.6655752,-0.2539118,0.8136191,0.34445757,4.84232378,0.7522254,0,0.7223003,7.73,0.68735456,3.6882222,2.8587768,0.748381,7.2462974,3.6142566,3.40086,41.501278,0.551,0.477,7.5889244,4.0883045,0.83163035,0.19730952,7.321598,0.9508601,0.356712329117362,0.94125,3.79,4.613863,62.0708644375,4.462811947,87.3807224679508,92.1455203510354,1.93301,11.0447855,-1.5606477,81.630486,12.7869,0.94625,10.83,0.416,192,0,3.555
"Pakistan","PAK","Asia",0.611990996722088,29.969664,1.9485223,393.74707,0.58892447,3.933935036041,0.7336308,-0.82366455,-0.7351502,-0.94455504,3,1.5,2,1.6666666,0.417692307692308,0.554615384615385,0.42,-0.875,14,70,0,NA,0.27026755,0.20517945,-0.42493698,0.23913658,0.14818041,3.792056561,1.3382199,0.8725152,0.508347,2.47,0.24496582,3.4626536,1.9284608,0.293568,5.8879967,3.0820472,2.4728382,2.3097239,0.322142857142857,0.414285714285714,5.2583265,3.8909469,0.62292653,0.3269348,6.56087,0.47542283,0.936444777307407,0.801538461538462,3.89,3.8774862,50.566756725,4.012366295,0.838681720398374,78.8087908665718,0.24554,8.32281,3.7500923,65.91,5.18874,0.532,11.74,1.155,213,0.066691376,2.0180001
"Panama","PAN","Americas",0.637478701996291,8.512793,1.5395538,948.7819,0.018252574,3.54192444229303,-1.1035081,-0.08034133,0.18254316,-0.3468066,3,3.25,1.8,3,0.545,0.357142857142857,0.395,NA,11,86,NA,NA,NA,NA,NA,NA,NA,3.034164906,NA,0.6917685,NA,4.36,0.21349724,3.0886507,NA,0.46516353,NA,NA,NA,0.7827226,0.315,0.488571428571429,6.8182526,NA,0.8511145,0.20568328,NA,0.8131473,NA,0.932307692307692,3.51,NA,48.8738735541666,3.45788765,13.764376632104,75.767046115789,0.06309,10.139131,2.163323,77.2841,9.8,0.79475,18.03,0.102,218,0.017094433,3.081
"Peru","PER","Americas",0.391920198963491,9.172653,1.3471594,699.5091,0.32479367,3.64876939741413,-1.1933296,-0.5587831,-0.22330858,-0.3692696,2.3333333,1.5,2,2.6666667,0.352,0.171333333333333,0.216666666666667,-0.27999997,16,87,46.205357,52.3,0.4874462,0.4342395,-0.97521615,0.27478224,0.151066,2.906348944,1.0985591,0.64617276,0.65846527,6.33,0.069233805,3.0632937,1.6234355,0.47645187,5.454235,2.738098,2.9431865,0.19381554,0.188666666666667,0.481333333333333,5.661508,3.5865836,0.7812561,0.35529327,7.270123,0.7392573,NA,0.923076923076923,NA,3.79258,43.97402505,3.022602558,3.57235799184398,77.3126005665259,0.11729,9.316413,2.5657184,75.0943,9.11177,0.75175,14.14,1.167,222,0.017094433,3.277
"Poland","POL","Europe",0.245462184604796,52.124393,0.29674193,1886.6113,0.2825201,3.03806151528737,-0.93624693,0.69759923,0.66406167,0.5988555,3.5,3.75,3.2,2,0.623333333333333,0.422666666666667,0.296666666666667,-0.044999957,60,93,29.241072,42.8,0.8462808,0.16380064,-0.64814126,0.31276917,0.15802233,3.19210887,0.8729352,0.06804658,0.7972474,3.31,0.23247367,3.0860245,2.271255,0.42019594,4.908843,3.179856,3.1562667,30.782017,0.277142857142857,0.367857142857143,5.8942194,3.479502,0.74329567,0.23363777,6.507566,0.8268112,0.65612243587792,0.463076923076923,3.29,4.164118,44.8028375666666,3.130110502,46.9879785477287,90.7163395183501,1.00337,10.165343,-0.2484614,76.858536,12.67306,0.8585,9.45,1.121,197,0,8.252
"Puerto Rico","PRI","Americas",0.387178453967398,18.225313,1.4469827,2100.6448,0.011690985,3.68638593008294,-1.5565428,0.70813847,0.34156594,0.3555504,NA,NA,NA,NA,0.635,0.375,0.25,NA,NA,NA,89.95536,63.1,NA,NA,NA,0.38905376,0.14107649,NA,0.7997037,NA,0.6951655,NA,0.15490034,NA,2.3625185,NA,NA,3.1379716,3.4352093,NA,0.345,0.61,NA,3.9303415,NA,NA,8.324508,NA,NA,0.83,3.56,3.6511424,NA,NA,NA,NA,NA,10.426334,NA,78.878105,NA,NA,NA,0.519,195,NA,13.558
"Portugal","PRT","Europe",0.475110973872961,39.59325,1.3044415,1729.4879,0.07178622,2.98020459991596,-0.98948073,1.0803599,1.1215719,0.9988958,2.75,3,3.2,2.6666667,0.776428571428571,0.342857142857143,0.342857142857143,0.645,27,104,33.25893,87.4,NA,NA,NA,0.3406408,0.16079813,4.045897484,0.67880243,0,0.6691579,6.65,0.17042007,3.232612,2.427095,0.4658159,5.0947785,3.272473,3.184565,36.38894,0.194285714285714,0.416428571428571,5.2832284,3.6199236,0.6992466,0.3245124,6.803171,0.79942584,0.636249401735624,0.606666666666667,3.42,5.300922,50.9798467125,3.799729586,45.4886817488807,88.4459816611289,1.27885,10.355632,-0.040822018,80.2639,8.8941,0.847,11.62,1.415,201,0,11.841001
"Paraguay","PRY","Americas",0.34320065739737,23.24467,0.24544236,1988.9963,0.84719884,3.48043008165376,-1.0403771,-0.7911804,-0.88305527,-0.8472643,1,1.75,2.2,2.3333333,0.48,0.249333333333333,0.308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.499398947,NA,0.91206247,NA,6.5,0.14248146,3.2691991,NA,0.55882275,NA,NA,NA,1.0920669,0.346,0.430666666666667,5.6613803,NA,0.8738953,0.2111196,NA,0.7726405,NA,0.849230769230769,NA,NA,44.4778651,3.066683769,0,63.4051189656105,0.12931,9.306893,2.2192035,73.1519,8.42123,0.7145,7.04,1.219,203,0,4.7070003
"Palestinian Territories","PSE","Asia",0.593090367180964,31.913605,2.7751565,1327.0048,0.04614829,3.8490090206759,0.7181351,-0.41944095,-0.6337113,-0.25079212,NA,NA,NA,NA,0.512857142857143,0.414285714285714,0.437692307692308,NA,NA,NA,NA,NA,0.6261828,-0.09227327,-0.84038985,0.4228805,0.18079673,NA,1.4373522,NA,0.70377934,3.9,0.17713004,3.280739,1.7428234,0.4401374,5.7915406,3.259519,2.9201214,NA,0.103846153846154,0.392307692307692,4.675218,3.967,0.5869355,0.3925883,6.858871,0.5299578,0.974826890144122,0.762307692307692,NA,5.424274,NA,NA,NA,NA,NA,8.67197,1.2014697,73.1161,NA,0.697,NA,1.484,NA,NA,21.463
"Romania","ROU","Europe",0.440400376923779,45.84319,1.2666162,2168.3894,0.36661217,3.39141724983783,-1.2187268,0.13755469,-0.20880945,-0.14769988,3,2.5,2,3,0.590714285714286,0.335714285714286,0.212857142857143,0.25000012,30,90,19.866072,42.4,0.83760846,0.2764724,-1.2225803,0.37804326,0.2634998,2.479778767,1.0222955,0,0.58749586,2.93,0.20963003,3.27702,1.9198012,0.298536,4.7852917,3.0014486,3.065149,20.837414,0.196923076923077,0.451538461538462,5.45679,3.6057198,0.63113016,0.30123186,7.171587,0.7034706,0.705729825560595,0.501666666666667,3.83,4.793432,43.1643654875,3.34101963,26.6621222523084,78.8569529691717,0.48765,10.032873,2.3456447,74.356094,10.99373,0.813,15.41,1.265,201,0.017094433,6.512
"Russia","RUS","Europe",0.561823922728201,61.9904,0.93970716,362.87936,1.8409736,2.61616848587136,-1.2869815,-0.79155785,-0.30772543,-1.004177,1.75,2.25,2.4,2.6666667,0.387333333333333,0.304,0.499333333333333,0.09500015,39,95,19.866072,57.2,0.5093703,0.026240528,-0.67839164,0.3293295,0.12211239,3.98680234,1.1420388,0,0.63099426,2.6,0.30859882,3.2201777,2.0833375,0.39594382,5.8930926,3.1507351,3.0265074,14.452007,0.121333333333333,0.364,5.617464,3.2626374,0.6354081,0.16434759,6.2781987,0.6643457,0.655499501665447,0.550769230769231,3.15,5.063176,49.5101799541666,3.613094807,28.8098493974171,91.4327442472712,1.13202,10.137618,-0.597837,70.18202,10.7,0.80425,9.59,1.294,232,0.113944255,6.082
"Rwanda","RWA","Africa",0.239613189431493,2.0027242,3.3094091,1238.7698,0.94583875,3.87295883860764,0.6489913,-0.17115518,4.740432e-07,0.4758708,2.5,4,2,2.3333333,0.945,0.899090909090909,0.97,NA,NA,NA,37.276787,NA,0.092633575,0.31617805,-0.39323586,0.27958417,0.25724888,3.757167578,0.9906976,0,0.59898007,8.16,0.27602875,3.1969528,2.3204632,0.44811422,7.0908265,3.5876467,3.198006,3.7509391,0.173636363636364,0.329090909090909,3.6455305,3.658477,0.71638143,0.1967583,6.6832685,0.85638124,NA,0.933636363636364,NA,4.1520967,53.7225077541666,3.814224005,0.202976702337351,61.9731024820271,NA,7.433925,4.4071255,65.2959,4.4,0.5185,12.3,0.336,211,0.017699579,1.087
"Senegal","SEN","Africa",0.602857167931902,14.361483,0.24414504,1018.37726,0.1645418,3.97948425098277,1.1984075,-0.25066435,-0.42304322,-0.25364715,2.3333333,2.5,2.2,2.3333333,0.742,0.612666666666667,0.496,-1.3099997,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.393634796,NA,0.113899805,NA,7.17,0.249775,3.29916,NA,0.636717,NA,NA,NA,3.830269,0.14,0.567333333333333,4.283041,NA,0.7367276,0.2081769,NA,0.67332125,NA,0.784615384615385,NA,NA,42.1766360625,3.145700455,0.51892687313603,69.4327216111491,0.5413,7.95693,4.225373,65.4631,3.5,0.49625,16.51,0.468,221,0.017094433,8.643
"El Salvador","SLV","Americas",0.474864478761237,13.724014,1.750159,1752.5231,0.038727477,3.77685533712079,-1.0719537,-0.68947,-0.14630887,-0.37478867,2.5,2.25,2.4,1.6666666,0.530666666666667,0.323333333333333,0.428666666666667,NA,19,94,88.83929,NA,NA,NA,NA,0.35623002,0.104632586,2.327433348,NA,0.87476516,0.5870607,5.73,0.14628099,3.205111,NA,0.3492949,NA,3.5416667,3.499196,1.938245,0.149333333333333,0.456,6.0125384,3.8317385,0.8313514,0.30732423,7.496253,0.7190525,NA,0.800769230769231,NA,NA,39.6155079208333,2.713054895,0.950273122339065,58.9844875049586,0.1302,8.962515,2.6644466,71.8123,7,0.66875,31.69,0.17,203,0.017094433,4.689
"Serbia","SRB","Europe",0.408978409025233,43.86582,1.6732304,2390.7473,0.23631588,3.09855456466237,0.33321258,-0.28719518,-0.009054172,-0.3014885,2.5,2.5,1.8,3,0.612307692307692,0.337,0.417,0.64,25,92,28.125,61.8,0.6707984,0.074492246,-0.64115065,0.48108816,0.14831345,3.505848646,1.0180937,0.09477052,0.5810355,1.8,0.1279154,3.0029588,2.2046976,0.45010215,4.618718,3.4814045,3.1891387,29.591423,0.233076923076923,0.305384615384615,5.024263,3.5598662,0.5226075,0.36544695,6.4853134,0.51623416,0.737180342317919,0.324,3.82,5.48093,43.1884427875,3.277119637,25.3583918065484,74.9449121247331,0.8661,9.634648,2.384165,74.86171,11.01304,0.78425,13.41,1.213,202,0.050430857,18.381
"Slovak Republic","SVK","Europe",0.482399485491186,48.706566,1.5597295,1848.236,0.5544324,2.53320142891392,-0.8913414,0.5496912,0.8437677,0.21755132,2.75,3.5,2.8,2.6666667,0.639166666666667,0.3125,0.2975,-0.17999995,52,51,28.348215,59,NA,NA,NA,0.49527732,0.06922351,2.894517422,1.0172485,0,0.5157726,1.83,0.20288907,3.1125164,2.2703946,0.37987638,5.009497,3.2430396,3.1347296,37.93527,0.278333333333333,0.343333333333333,6.063051,3.5505517,0.7045543,0.26552898,6.625061,0.6521417,0.480174327922177,0.516,3.48,5.3974504,49.1773575541666,3.511252403,42.1159993193295,80.4940597235222,1.17845,10.205572,-0.03390158,76.09146,12.66467,0.84575,10.1,1.641,199,0,12.018
"Sweden","SWE","Europe",0.0885518730417217,62.776722,0.7154701,416.03653,0.22340885,1.96004762332139,-1.2657844,1.9703044,1.9068116,2.2281876,4,4,3.6,3,0.759333333333333,0.680666666666667,0.556,1.5450001,71,29,77.67857,87.9,0.16742569,0.88165945,-0.66281027,0.55005765,0.37951306,5.31801796,0.61209667,0,0.872801,7.92,0.63579667,3.5241191,2.9147685,0.82350564,7.0023556,3.6456373,3.4941878,50.362064,0.546428571428571,0.486428571428571,7.3838005,4.0662584,0.8238981,0.179403,7.431206,0.9234686,0.380195269397838,0.870769230769231,NA,4.979236,71.5883056333333,4.749318123,100,98.0487626151842,3.26285,10.8036375,-0.46203548,81.85415,12.3449,0.9315,8.82,0.883,191,0,7.612
"Chad","TCD","Africa",0.436589000104521,15.364899,0.41946813,512.52026,1.2543937,3.78095618376119,0.48650625,-1.3951384,-1.4675534,-1.3899921,1.6666666,2,1.2,3,0.372857142857143,0.322857142857143,0.375714285714286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.229275227,NA,0.93712753,NA,7.26,0.35099792,3.1355798,NA,0.46330595,NA,NA,NA,0.26606092,0.167142857142857,0.427142857142857,4.032005,NA,0.56033975,0.33456182,NA,0.52052075,NA,0.786153846153846,NA,NA,29.5138200125,2.716753721,0,53.8720453579483,NA,7.445353,4.19419,51.987,2.3,0.391,15.71,0.739,215,0.03390155,1.7080001
"Tajikistan","TJK","Asia",0.482704830087044,38.5272,5.3007874,545.2418,1.5047451,3.40248764506588,1.1325049,-1.2011236,-0.9808365,-1.2196646,NA,NA,NA,NA,0.780909090909091,0.616666666666667,0.870833333333333,NA,NA,NA,NA,NA,NA,NA,NA,0.3475,0.33333334,4.15625,1.606111,0.12107155,0.4,4.39,0.20583333,3.5282962,1.6230556,0.22659852,NA,3.3883333,2.8175,1.9051927,0.178,0.492666666666667,4.869889,3.9675,0.65347,0.19781438,7.4841666,0.7796875,0.913199842017313,0.769230769230769,NA,NA,46.8832244458333,3.294736862,0,53.2078159407758,0.1089,7.848658,3.0007198,69.4066,10.7,0.64975,11.99,1.016,201,0.036367644,9.1710005
"Tunisia","TUN","Africa",0.899434866271779,34.120274,0.72636193,448.53308,0.11354672,3.76096992312032,1.420198,-0.030434031,0.027278624,-0.13163981,2.75,2.5,1.6,2.3333333,0.633636363636364,0.549166666666667,0.411818181818182,NA,NA,NA,NA,NA,0.64016396,0.09754726,-1.3026563,0.54298246,0.13245614,3.083066702,1.3590174,0.6396246,0.53157896,6.47,0.15122864,3.183086,1.8386366,0.39395562,5.3517885,3.2444842,3.1001894,6.575899,0.0958333333333333,0.551666666666667,4.8091793,3.688569,0.55743515,0.30736047,6.410142,0.61166006,0.981621528820919,0.876,NA,5.060579,41.4760092916666,3.019270897,5.27847086218143,74.1407062346844,0.63168,9.230769,1.8082888,75.4856,8,0.72625,13.06,1.424,202,0.03390155,15.1779995
