"treatment","bike_move_right2","mv_wait2","permitted2","safe2","cycle_distance","mv_distance","commute_type2","state","gender","education"
"2_STR","0_Disagree","1_Agree","1_Agree","1_Agree","11 - 50 miles","51 - 200 Miles","MotorVehicle","OH","Male","Graduate Degree"
"1_None","0_Disagree","1_Agree","1_Agree","1_Agree","None","Less than 50 miles","Other","OH","Male","High School"
"1_None","0_Disagree","1_Agree","1_Agree","1_Agree","None","More than 200 Miles","MotorVehicle","OH","Male","4-Year College"
"1_None","0_Disagree","1_Agree","1_Agree","1_Agree","11 - 50 miles","51 - 200 Miles","Other","OH",NA,"4-Year College"
"1_None","0_Disagree","1_Agree","1_Agree","1_Agree","11 - 50 miles","51 - 200 Miles","MotorVehicle","OH","Female","4-Year College"
"1_None","0_Disagree","1_Agree","1_Agree","1_Agree","11 - 50 miles","Less than 50 miles","Other","OH","Male","4-Year College"
"1_None","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","Less than 50 miles","Other","OH","Female","4-Year College"
"1_None","0_Disagree","1_Agree","1_Agree","1_Agree","11 - 50 miles","None","Other","OH","Male","Graduate Degree"
"3_SLM","1_Agree","1_Agree","1_Agree","1_Agree","More than 50 miles","51 - 200 Miles","MotorVehicle","OK","Male","High School"
"2_STR","1_Agree","1_Agree","1_Agree","1_Agree","More than 50 miles","More than 200 Miles","MotorVehicle","OK","Male","4-Year College"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","Less than 50 miles","MotorVehicle","OK","Male","Community College"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","More than 200 Miles","MotorVehicle","OK","Male","4-Year College"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","More than 200 Miles","MotorVehicle","OK","Male","4-Year College"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","51 - 200 Miles","Other","OK","Male","4-Year College"
"3_SLM","0_Disagree","1_Agree","1_Agree","1_Agree","Less than 10 miles","Less than 50 miles","MotorVehicle","OK","Male","4-Year College"
"3_SLM","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","More than 200 Miles","MotorVehicle","OK","Male","4-Year College"
"3_SLM","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","51 - 200 Miles","MotorVehicle","OK","Male","Community College"
"3_SLM","0_Disagree","1_Agree","1_Agree","1_Agree","11 - 50 miles","51 - 200 Miles","MotorVehicle","OK","Female","4-Year College"
"3_SLM","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","51 - 200 Miles","MotorVehicle","OK","Female","Graduate Degree"
"3_SLM","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","51 - 200 Miles","MotorVehicle","OK","Male","4-Year College"
"3_SLM","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","51 - 200 Miles","Other","OK","Male","Graduate Degree"
"2_STR","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","51 - 200 Miles","Other","OK","Male","Graduate Degree"
"1_None","0_Disagree","1_Agree","1_Agree","1_Agree","11 - 50 miles","51 - 200 Miles","MotorVehicle","OK","Female","Community College"
"1_None","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","None","Other","OK","Male","Graduate Degree"
"1_None","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","Less than 50 miles","Other","OK",NA,"Graduate Degree"
"1_None","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","More than 200 Miles","MotorVehicle","OK","Male","Graduate Degree"
"1_None","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","51 - 200 Miles","MotorVehicle","OK","Male","Graduate Degree"
"1_None","0_Disagree","1_Agree","1_Agree","1_Agree","11 - 50 miles","51 - 200 Miles","MotorVehicle","OK","Female","4-Year College"
"1_None","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","51 - 200 Miles","Other","OK","Male","4-Year College"
"1_None","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","Less than 50 miles","Other","OK","Male","4-Year College"
"1_None","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","51 - 200 Miles","MotorVehicle","OK","Female","4-Year College"
"1_None","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","51 - 200 Miles","Other","OK","Male","Community College"
"1_None","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","51 - 200 Miles","MotorVehicle","OK","Female","4-Year College"
"3_SLM","1_Agree","1_Agree","1_Agree","1_Agree","More than 50 miles","Less than 50 miles","Other","OR","Male","4-Year College"
"1_None","1_Agree","1_Agree","1_Agree","1_Agree","11 - 50 miles","Less than 50 miles","Other","OR","Female","Graduate Degree"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","1_Agree","None","51 - 200 Miles","MotorVehicle","OR","Male","4-Year College"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","1_Agree","11 - 50 miles","Less than 50 miles","Other","OR","Male","Graduate Degree"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","1_Agree","11 - 50 miles","51 - 200 Miles","Other","OR","Male","4-Year College"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","Less than 50 miles","Other","OR","Male","Graduate Degree"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","Less than 50 miles","Other","OR","Male","Graduate Degree"
"3_SLM","0_Disagree","1_Agree","1_Agree","1_Agree","11 - 50 miles","Less than 50 miles","Other","OR","Male","4-Year College"
"3_SLM","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","51 - 200 Miles","Other","OR","Male","4-Year College"
"3_SLM","0_Disagree","1_Agree","1_Agree","1_Agree","11 - 50 miles","Less than 50 miles","Other","OR","Female","4-Year College"
"3_SLM","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","More than 200 Miles","MotorVehicle","OR","Male","Graduate Degree"
"3_SLM","0_Disagree","1_Agree","1_Agree","1_Agree","11 - 50 miles","51 - 200 Miles","Other","OR","Male","Graduate Degree"
"3_SLM","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","Less than 50 miles","Other","OR","Male","Community College"
"3_SLM","0_Disagree","1_Agree","1_Agree","1_Agree","11 - 50 miles","More than 200 Miles","Other","OR","Male","4-Year College"
"3_SLM","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","More than 200 Miles","Other","OR","Male","High School"
"3_SLM","0_Disagree","1_Agree","1_Agree","1_Agree","Less than 10 miles","Less than 50 miles","Other","OR","Male","Graduate Degree"
"2_STR","0_Disagree","1_Agree","1_Agree","1_Agree","11 - 50 miles","51 - 200 Miles","MotorVehicle","OR","Male","4-Year College"
"2_STR","0_Disagree","1_Agree","1_Agree","1_Agree","11 - 50 miles","Less than 50 miles","Other","OR","Female","4-Year College"
"1_None","0_Disagree","1_Agree","1_Agree","1_Agree","11 - 50 miles","None","Other","OR","Male","4-Year College"
"1_None","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","Less than 50 miles","Other","OR","Male","4-Year College"
"1_None","0_Disagree","1_Agree","1_Agree","1_Agree","11 - 50 miles","51 - 200 Miles","MotorVehicle","OR","Male","4-Year College"
"1_None","0_Disagree","1_Agree","1_Agree","1_Agree","11 - 50 miles","Less than 50 miles","Other","OR","Female","Graduate Degree"
"1_None","0_Disagree","1_Agree","1_Agree","1_Agree","11 - 50 miles","None","Other","OR","Male","Graduate Degree"
"1_None","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","Less than 50 miles","Other","OR","Female","Graduate Degree"
"1_None","0_Disagree","1_Agree","1_Agree","1_Agree","11 - 50 miles","Less than 50 miles","Other","OR","Male","4-Year College"
"3_SLM","1_Agree","1_Agree","1_Agree","1_Agree","More than 50 miles","51 - 200 Miles","MotorVehicle","PA","Male","4-Year College"
"3_SLM","1_Agree","1_Agree","1_Agree","1_Agree","11 - 50 miles","More than 200 Miles","MotorVehicle","PA","Male","Graduate Degree"
"2_STR","1_Agree","1_Agree","1_Agree","1_Agree","Less than 10 miles","None","Other","PA","Male","Graduate Degree"
"1_None","1_Agree","1_Agree","1_Agree","1_Agree","Less than 10 miles","Less than 50 miles","Other","PA","Female","4-Year College"
"1_None","1_Agree","1_Agree","1_Agree","1_Agree","More than 50 miles","Less than 50 miles","Other","PA","Male","4-Year College"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","1_Agree","Less than 10 miles","Less than 50 miles","Other","PA","Female","Graduate Degree"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","1_Agree","11 - 50 miles","Less than 50 miles","Other","PA","Female","Graduate Degree"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","1_Agree","11 - 50 miles","Less than 50 miles","Other","PA","Female","Graduate Degree"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","1_Agree","11 - 50 miles","51 - 200 Miles","MotorVehicle","PA","Male","Graduate Degree"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","Less than 50 miles","Other","PA","Male","4-Year College"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","51 - 200 Miles","MotorVehicle","PA","Male","4-Year College"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","1_Agree","None","None","Other","PA","Female","4-Year College"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","Less than 50 miles","Other","PA","Male","Graduate Degree"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","1_Agree","11 - 50 miles","None","Other","PA","Female","Graduate Degree"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","Less than 50 miles","Other","PA","Male","4-Year College"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","1_Agree","None","More than 200 Miles","MotorVehicle","PA","Male","Graduate Degree"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","1_Agree","Less than 10 miles","51 - 200 Miles","MotorVehicle","PA","Female","Graduate Degree"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","51 - 200 Miles","Other","PA","Male","Graduate Degree"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","1_Agree","11 - 50 miles","Less than 50 miles","Other","PA","Male","Graduate Degree"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","1_Agree","11 - 50 miles","Less than 50 miles","Other","PA","Male","Community College"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","1_Agree","11 - 50 miles","Less than 50 miles","Other","PA","Female","Graduate Degree"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","Less than 50 miles","Other","PA","Male","4-Year College"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","1_Agree","11 - 50 miles","None","Other","PA","Male","4-Year College"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","1_Agree","11 - 50 miles","Less than 50 miles","MotorVehicle","PA","Male","Graduate Degree"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","None","Other","PA",NA,NA
"3_SLM","0_Disagree","1_Agree","1_Agree","1_Agree","11 - 50 miles","None","Other","PA","Female","4-Year College"
"3_SLM","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","51 - 200 Miles","Other","PA","Male","Graduate Degree"
"3_SLM","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","None","Other","PA","Male","Community College"
"3_SLM","0_Disagree","1_Agree","1_Agree","1_Agree","11 - 50 miles","51 - 200 Miles","MotorVehicle","PA","Male","4-Year College"
"3_SLM","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","Less than 50 miles","Other","PA","Female","4-Year College"
"3_SLM","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","Less than 50 miles","Other","PA","Male","4-Year College"
"3_SLM","0_Disagree","1_Agree","1_Agree","1_Agree","11 - 50 miles","None","Other","PA","Male","4-Year College"
"3_SLM","0_Disagree","1_Agree","1_Agree","1_Agree","11 - 50 miles","Less than 50 miles","Other","PA","Male","Community College"
"3_SLM","0_Disagree","1_Agree","1_Agree","1_Agree","11 - 50 miles","None","Other","PA","Female","Graduate Degree"
"3_SLM","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","Less than 50 miles","Other","PA","Male","Graduate Degree"
"3_SLM","0_Disagree","1_Agree","1_Agree","1_Agree","None","Less than 50 miles","MotorVehicle","PA","Female","High School"
"3_SLM","0_Disagree","1_Agree","1_Agree","1_Agree","None","Less than 50 miles","MotorVehicle","PA","Female","High School"
"3_SLM","0_Disagree","1_Agree","1_Agree","1_Agree","None","Less than 50 miles","MotorVehicle","PA","Female","High School"
"3_SLM","0_Disagree","1_Agree","1_Agree","1_Agree","11 - 50 miles","Less than 50 miles","Other","PA","Male","4-Year College"
"3_SLM","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","Less than 50 miles","Other","PA","Male","4-Year College"
"3_SLM","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","51 - 200 Miles","MotorVehicle","PA","Male","High School"
"3_SLM","0_Disagree","1_Agree","1_Agree","1_Agree","11 - 50 miles","Less than 50 miles","MotorVehicle","PA","Male","4-Year College"
"2_STR","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","51 - 200 Miles","Other","PA","Male","4-Year College"
"2_STR","0_Disagree","1_Agree","1_Agree","1_Agree","11 - 50 miles","More than 200 Miles","MotorVehicle","PA","Male","4-Year College"
"2_STR","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","51 - 200 Miles","Other","PA","Male","High School"
"2_STR","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","Less than 50 miles","Other","PA","Male","4-Year College"
"2_STR","0_Disagree","1_Agree","1_Agree","1_Agree","11 - 50 miles","Less than 50 miles","Other","PA","Male","4-Year College"
"2_STR","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","More than 200 Miles","MotorVehicle","PA","Male","High School"
"2_STR","0_Disagree","1_Agree","1_Agree","1_Agree","11 - 50 miles","Less than 50 miles","Other","PA","Female","Graduate Degree"
"2_STR","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","Less than 50 miles","Other","PA","Male","4-Year College"
"2_STR","0_Disagree","1_Agree","1_Agree","1_Agree","11 - 50 miles","Less than 50 miles","Other","PA","Male","High School"
"2_STR","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","Less than 50 miles","Other","PA","Male","4-Year College"
"2_STR","0_Disagree","1_Agree","1_Agree","1_Agree","11 - 50 miles","51 - 200 Miles","MotorVehicle","PA","Male","4-Year College"
"2_STR","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","Less than 50 miles","Other","PA","Male","Graduate Degree"
"2_STR","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","Less than 50 miles","Other","PA","Male","4-Year College"
"2_STR","0_Disagree","1_Agree","1_Agree","1_Agree","11 - 50 miles","51 - 200 Miles","MotorVehicle","PA","Male","4-Year College"
"2_STR","0_Disagree","1_Agree","1_Agree","1_Agree","11 - 50 miles","51 - 200 Miles","Other","PA","Male","Graduate Degree"
"1_None","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","None","Other","PA","Male","Graduate Degree"
"1_None","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","None","Other","PA","Male","Graduate Degree"
"1_None","0_Disagree","1_Agree","1_Agree","1_Agree","11 - 50 miles","51 - 200 Miles","MotorVehicle","PA","Male","High School"
"1_None","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","Less than 50 miles","Other","PA","Male","4-Year College"
"1_None","0_Disagree","1_Agree","1_Agree","1_Agree","11 - 50 miles","51 - 200 Miles","MotorVehicle","PA","Male","4-Year College"
"1_None","0_Disagree","1_Agree","1_Agree","1_Agree","11 - 50 miles","Less than 50 miles","Other","PA","Male","4-Year College"
"1_None","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","51 - 200 Miles","Other","PA","Male","High School"
"1_None","0_Disagree","1_Agree","1_Agree","1_Agree","11 - 50 miles","Less than 50 miles","Other","PA","Male","4-Year College"
"1_None","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","Less than 50 miles","Other","PA","Male","4-Year College"
"1_None","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","51 - 200 Miles","Other","PA","Male","4-Year College"
"1_None","0_Disagree","1_Agree","1_Agree","1_Agree","11 - 50 miles","Less than 50 miles","Other","PA","Male","Graduate Degree"
"1_None","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","Less than 50 miles","Other","PA","Female","Graduate Degree"
"1_None","0_Disagree","1_Agree","1_Agree","1_Agree","11 - 50 miles","Less than 50 miles","Other","PA","Male","4-Year College"
"1_None","0_Disagree","1_Agree","1_Agree","1_Agree","11 - 50 miles","Less than 50 miles","MotorVehicle","PA","Female","Graduate Degree"
"1_None","0_Disagree","1_Agree","1_Agree","1_Agree","Less than 10 miles","None","Other","PA","Male","High School"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","1_Agree","11 - 50 miles","Less than 50 miles","Other","RI","Male","4-Year College"
"2_STR","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","Less than 50 miles","Other","RI","Male","Graduate Degree"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","51 - 200 Miles","Other","SC","Male","Community College"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","1_Agree","11 - 50 miles","Less than 50 miles","Other","SC","Male","Graduate Degree"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","51 - 200 Miles","MotorVehicle","SC","Male","Graduate Degree"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","1_Agree","11 - 50 miles","51 - 200 Miles","Other","SC","Male","Graduate Degree"
"3_SLM","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","51 - 200 Miles","Other","SC","Male","4-Year College"
"3_SLM","0_Disagree","1_Agree","1_Agree","1_Agree","11 - 50 miles","51 - 200 Miles","Other","SC","Female","4-Year College"
"3_SLM","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","51 - 200 Miles","Other","SC","Male","Graduate Degree"
"3_SLM","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","51 - 200 Miles","MotorVehicle","SC","Male","Graduate Degree"
"3_SLM","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","Less than 50 miles","Other","SC","Male","Graduate Degree"
"1_None","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","Less than 50 miles","Other","SC","Male","Community College"
"1_None","0_Disagree","1_Agree","1_Agree","1_Agree","11 - 50 miles","51 - 200 Miles","MotorVehicle","SC","Male","Graduate Degree"
"1_None","0_Disagree","1_Agree","1_Agree","1_Agree","11 - 50 miles","51 - 200 Miles","MotorVehicle","SC","Male","4-Year College"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","1_Agree","11 - 50 miles","More than 200 Miles","MotorVehicle","SD","Male","4-Year College"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","1_Agree","11 - 50 miles","51 - 200 Miles","MotorVehicle","SD","Male","4-Year College"
"3_SLM","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","Less than 50 miles","Other","SD",NA,"Graduate Degree"
"3_SLM","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","Less than 50 miles","Other","SD","Male","4-Year College"
"3_SLM","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","51 - 200 Miles","Other","SD","Male","4-Year College"
"2_STR","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","51 - 200 Miles","MotorVehicle","SD","Male","4-Year College"
"1_None","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","Less than 50 miles","Other","SD","Male","4-Year College"
"1_None","0_Disagree","1_Agree","1_Agree","1_Agree","11 - 50 miles","Less than 50 miles","MotorVehicle","SD","Male","4-Year College"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","Less than 50 miles","Other","TN","Male","4-Year College"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","Less than 50 miles","Other","TN","Male","4-Year College"
"3_SLM","0_Disagree","1_Agree","1_Agree","1_Agree","None","More than 200 Miles","MotorVehicle","TN","Male","High School"
"4_BMUFL","1_Agree","1_Agree","1_Agree","1_Agree","11 - 50 miles","None","Other","TX","Male","Graduate Degree"
"4_BMUFL","1_Agree","1_Agree","1_Agree","1_Agree","More than 50 miles","51 - 200 Miles","MotorVehicle","TX","Male","Graduate Degree"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","1_Agree","Less than 10 miles","Less than 50 miles","MotorVehicle","TX","Male","Graduate Degree"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","1_Agree","11 - 50 miles","Less than 50 miles","Other","TX","Male","4-Year College"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","Less than 50 miles","Other","TX","Male","4-Year College"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","Less than 50 miles","Other","TX","Male","4-Year College"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","51 - 200 Miles","MotorVehicle","TX","Male","4-Year College"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","51 - 200 Miles","Other","TX","Male","4-Year College"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","Less than 50 miles","Other","TX","Male","Community College"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","51 - 200 Miles","MotorVehicle","TX","Male","Graduate Degree"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","1_Agree","11 - 50 miles","51 - 200 Miles","MotorVehicle","TX","Male","Graduate Degree"
"3_SLM","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","51 - 200 Miles","MotorVehicle","TX","Male","4-Year College"
"3_SLM","0_Disagree","1_Agree","1_Agree","1_Agree","11 - 50 miles","More than 200 Miles","MotorVehicle","TX","Male","Graduate Degree"
"3_SLM","0_Disagree","1_Agree","1_Agree","1_Agree","11 - 50 miles","Less than 50 miles","Other","TX","Male","4-Year College"
"3_SLM","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","51 - 200 Miles","MotorVehicle","TX","Male","4-Year College"
"3_SLM","0_Disagree","1_Agree","1_Agree","1_Agree","11 - 50 miles","51 - 200 Miles","MotorVehicle","TX","Male","4-Year College"
"2_STR","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","Less than 50 miles","Other","TX","Male","Did not graduate high school"
"2_STR","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","51 - 200 Miles","Other","TX","Male","Graduate Degree"
"2_STR","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","51 - 200 Miles","Other","TX","Male","4-Year College"
"2_STR","0_Disagree","1_Agree","1_Agree","1_Agree","11 - 50 miles","Less than 50 miles","Other","TX","Female","4-Year College"
"1_None","0_Disagree","1_Agree","1_Agree","1_Agree","11 - 50 miles","Less than 50 miles","Other","TX","Female","Graduate Degree"
"1_None","0_Disagree","1_Agree","1_Agree","1_Agree","Less than 10 miles","51 - 200 Miles","MotorVehicle","TX","Male","Graduate Degree"
"1_None","0_Disagree","1_Agree","1_Agree","1_Agree","11 - 50 miles","51 - 200 Miles","MotorVehicle","TX","Male","Graduate Degree"
"1_None","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","51 - 200 Miles","MotorVehicle","TX","Male","Graduate Degree"
"1_None","0_Disagree","1_Agree","1_Agree","1_Agree","11 - 50 miles","51 - 200 Miles","Other","TX","Male","Graduate Degree"
"1_None","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","Less than 50 miles","Other","TX","Male","Graduate Degree"
"1_None","0_Disagree","1_Agree","1_Agree","1_Agree","11 - 50 miles","51 - 200 Miles","MotorVehicle","TX","Male","4-Year College"
"1_None","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","51 - 200 Miles","MotorVehicle","TX","Male","4-Year College"
"1_None","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","More than 200 Miles","MotorVehicle","TX","Male","4-Year College"
"1_None","0_Disagree","1_Agree","1_Agree","1_Agree","11 - 50 miles","51 - 200 Miles","Other","TX","Male","Graduate Degree"
"1_None","0_Disagree","1_Agree","1_Agree","1_Agree","11 - 50 miles","Less than 50 miles","Other","TX","Male","Graduate Degree"
"1_None","0_Disagree","1_Agree","1_Agree","1_Agree","11 - 50 miles","51 - 200 Miles","Other","TX","Male","Community College"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","Less than 50 miles","Other","UT","Male","Graduate Degree"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","Less than 50 miles","Other","UT","Male","4-Year College"
"2_STR","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","More than 200 Miles","MotorVehicle","UT","Male","Graduate Degree"
"2_STR","0_Disagree","1_Agree","1_Agree","1_Agree","11 - 50 miles","51 - 200 Miles","Other","UT","Male","Graduate Degree"
"4_BMUFL","1_Agree","1_Agree","1_Agree","1_Agree","11 - 50 miles","51 - 200 Miles","MotorVehicle","VA","Male","Community College"
"2_STR","1_Agree","1_Agree","1_Agree","1_Agree","11 - 50 miles","Less than 50 miles","Other","VA","Male","Graduate Degree"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","1_Agree","11 - 50 miles","None","Other","VA","Male","4-Year College"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","1_Agree","11 - 50 miles","Less than 50 miles","MotorVehicle","VA","Female","4-Year College"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","1_Agree","11 - 50 miles","51 - 200 Miles","MotorVehicle","VA","Male","Graduate Degree"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","51 - 200 Miles","Other","VA","Male","Graduate Degree"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","1_Agree","11 - 50 miles","Less than 50 miles","Other","VA","Male","Graduate Degree"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","1_Agree","11 - 50 miles","Less than 50 miles","Other","VA","Male","Graduate Degree"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","1_Agree","11 - 50 miles","51 - 200 Miles","MotorVehicle","VA","Male","Graduate Degree"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","51 - 200 Miles","Other","VA","Male","4-Year College"
"3_SLM","0_Disagree","1_Agree","1_Agree","1_Agree","11 - 50 miles","Less than 50 miles","Other","VA","Male","4-Year College"
"3_SLM","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","Less than 50 miles","Other","VA","Male","4-Year College"
"3_SLM","0_Disagree","1_Agree","1_Agree","1_Agree","11 - 50 miles","51 - 200 Miles","Other","VA","Male","Graduate Degree"
"3_SLM","0_Disagree","1_Agree","1_Agree","1_Agree","11 - 50 miles","Less than 50 miles","Other","VA","Male","4-Year College"
"3_SLM","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","51 - 200 Miles","MotorVehicle","VA","Male","Graduate Degree"
"2_STR","0_Disagree","1_Agree","1_Agree","1_Agree","11 - 50 miles","51 - 200 Miles","MotorVehicle","VA","Male","4-Year College"
"2_STR","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","51 - 200 Miles","Other","VA",NA,"4-Year College"
