"treatment","bike_move_right2","mv_wait2","permitted2","safe2","cycle_distance","mv_distance","commute_type2","state","gender","education"
"2_STR","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","Less than 50 miles","Other","KY","Female","Community College"
"2_STR","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","Less than 50 miles","Other","KY","Male","High School"
"2_STR","0_Disagree","1_Agree","1_Agree","1_Agree","11 - 50 miles","51 - 200 Miles","MotorVehicle","KY","Male","High School"
"2_STR","0_Disagree","1_Agree","1_Agree","1_Agree","None","More than 200 Miles","MotorVehicle","KY","Female","4-Year College"
"1_None","0_Disagree","1_Agree","1_Agree","1_Agree","11 - 50 miles","Less than 50 miles","Other","KY","Male","High School"
"1_None","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","51 - 200 Miles","MotorVehicle","KY","Male","High School"
"1_None","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","None","Other","KY","Female","Community College"
"1_None","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","51 - 200 Miles","MotorVehicle","KY","Female","4-Year College"
"1_None","0_Disagree","1_Agree","1_Agree","1_Agree","11 - 50 miles","Less than 50 miles","MotorVehicle","KY","Male","Graduate Degree"
"1_None","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","More than 200 Miles","MotorVehicle","KY","Male","High School"
"1_None","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","Less than 50 miles","Other","KY","Male","Graduate Degree"
"1_None","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","Less than 50 miles","Other","KY","Male","Graduate Degree"
"1_None","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","51 - 200 Miles","Other","KY","Male","High School"
"1_None","0_Disagree","1_Agree","1_Agree","1_Agree","11 - 50 miles","Less than 50 miles","Other","KY","Male","Graduate Degree"
"1_None","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","Less than 50 miles","Other","KY","Male","Graduate Degree"
"1_None","0_Disagree","1_Agree","1_Agree","1_Agree","None","More than 200 Miles","MotorVehicle","KY","Female","Graduate Degree"
"1_None","0_Disagree","1_Agree","1_Agree","1_Agree","11 - 50 miles","51 - 200 Miles","Other","KY","Male","Community College"
"1_None","0_Disagree","1_Agree","1_Agree","1_Agree","11 - 50 miles","Less than 50 miles","Other","KY","Female","4-Year College"
"3_SLM","1_Agree","1_Agree","1_Agree","1_Agree","11 - 50 miles","None","Other","LA","Female","Graduate Degree"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","Less than 50 miles","Other","LA","Male","Graduate Degree"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","Less than 50 miles","Other","LA","Male","4-Year College"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","1_Agree","Less than 10 miles","Less than 50 miles","Other","LA","Male","Graduate Degree"
"3_SLM","0_Disagree","1_Agree","1_Agree","1_Agree","Less than 10 miles","Less than 50 miles","Other","LA","Female","Graduate Degree"
"3_SLM","0_Disagree","1_Agree","1_Agree","1_Agree","11 - 50 miles","Less than 50 miles","Other","LA","Male","Graduate Degree"
"2_STR","0_Disagree","1_Agree","1_Agree","1_Agree","11 - 50 miles","51 - 200 Miles","MotorVehicle","LA","Female","4-Year College"
"2_STR","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","None","Other","LA","Male","Graduate Degree"
"2_STR","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","Less than 50 miles","Other","LA","Male","4-Year College"
"1_None","0_Disagree","1_Agree","1_Agree","1_Agree","Less than 10 miles","51 - 200 Miles","MotorVehicle","LA","Male","4-Year College"
"1_None","0_Disagree","1_Agree","1_Agree","1_Agree","Less than 10 miles","51 - 200 Miles","Other","LA","Female","4-Year College"
"2_STR","1_Agree","1_Agree","1_Agree","1_Agree","11 - 50 miles","None","Other","MA","Male","4-Year College"
"2_STR","1_Agree","1_Agree","1_Agree","1_Agree","11 - 50 miles","Less than 50 miles","Other","MA","Male","Graduate Degree"
"1_None","1_Agree","1_Agree","1_Agree","1_Agree","11 - 50 miles","51 - 200 Miles","MotorVehicle","MA","Male","4-Year College"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","1_Agree","11 - 50 miles","Less than 50 miles","Other","MA","Male","High School"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","None","Other","MA","Male","High School"
"3_SLM","0_Disagree","1_Agree","1_Agree","1_Agree","11 - 50 miles","Less than 50 miles","Other","MA",NA,"Community College"
"3_SLM","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","Less than 50 miles","Other","MA","Male","4-Year College"
"3_SLM","0_Disagree","1_Agree","1_Agree","1_Agree","11 - 50 miles","Less than 50 miles","Other","MA","Male","Graduate Degree"
"3_SLM","0_Disagree","1_Agree","1_Agree","1_Agree","11 - 50 miles","Less than 50 miles","Other","MA","Male","Graduate Degree"
"2_STR","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","51 - 200 Miles","Other","MA","Male","4-Year College"
"2_STR","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","None","Other","MA","Male","Graduate Degree"
"2_STR","0_Disagree","1_Agree","1_Agree","1_Agree","Less than 10 miles","None","Other","MA","Male","Graduate Degree"
"1_None","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","None","Other","MA","Male","Graduate Degree"
"1_None","0_Disagree","1_Agree","1_Agree","1_Agree","11 - 50 miles","51 - 200 Miles","Other","MA","Male","Graduate Degree"
"1_None","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","Less than 50 miles","Other","MA","Male","Graduate Degree"
"1_None","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","Less than 50 miles","Other","MA","Male","4-Year College"
"1_None","0_Disagree","1_Agree","1_Agree","1_Agree","11 - 50 miles","Less than 50 miles","Other","MA",NA,"4-Year College"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","1_Agree","11 - 50 miles","51 - 200 Miles","MotorVehicle","MD","Male","4-Year College"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","1_Agree","11 - 50 miles","Less than 50 miles","MotorVehicle","MD","Female","4-Year College"
"3_SLM","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","Less than 50 miles","Other","MD","Male","High School"
"2_STR","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","51 - 200 Miles","MotorVehicle","MD","Male","4-Year College"
"2_STR","0_Disagree","1_Agree","1_Agree","1_Agree","11 - 50 miles","51 - 200 Miles","MotorVehicle","MD","Female","Graduate Degree"
"1_None","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","Less than 50 miles","Other","MD","Male","4-Year College"
"1_None","0_Disagree","1_Agree","1_Agree","1_Agree","Less than 10 miles","Less than 50 miles","Other","MD","Male","Graduate Degree"
"1_None","0_Disagree","1_Agree","1_Agree","1_Agree","11 - 50 miles","51 - 200 Miles","MotorVehicle","MD","Female","4-Year College"
"1_None","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","Less than 50 miles","Other","MD","Male","4-Year College"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","1_Agree","Less than 10 miles","More than 200 Miles","MotorVehicle","ME","Male","4-Year College"
"3_SLM","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","Less than 50 miles","Other","ME","Male","Graduate Degree"
"2_STR","0_Disagree","1_Agree","1_Agree","1_Agree","11 - 50 miles","Less than 50 miles","Other","ME","Male","4-Year College"
"2_STR","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","Less than 50 miles","Other","ME","Male","Graduate Degree"
"4_BMUFL","1_Agree","1_Agree","1_Agree","1_Agree","11 - 50 miles","Less than 50 miles","Other","MI","Male","Graduate Degree"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","Less than 50 miles","Other","MI","Male","4-Year College"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","1_Agree","11 - 50 miles","Less than 50 miles","Other","MI","Male","Community College"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","1_Agree","11 - 50 miles","None","Other","MI","Female","Graduate Degree"
"3_SLM","0_Disagree","1_Agree","1_Agree","1_Agree","11 - 50 miles","Less than 50 miles","Other","MI","Male","Community College"
"3_SLM","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","None","Other","MI","Male","4-Year College"
"3_SLM","0_Disagree","1_Agree","1_Agree","1_Agree","11 - 50 miles","More than 200 Miles","MotorVehicle","MI","Male","Community College"
"3_SLM","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","51 - 200 Miles","MotorVehicle","MI","Male","4-Year College"
"2_STR","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","None","Other","MI","Male","Community College"
"1_None","0_Disagree","1_Agree","1_Agree","1_Agree","11 - 50 miles","Less than 50 miles","Other","MI","Male","Community College"
"1_None","0_Disagree","1_Agree","1_Agree","1_Agree","11 - 50 miles","Less than 50 miles","Other","MI","Male","Community College"
"1_None","0_Disagree","1_Agree","1_Agree","1_Agree","Less than 10 miles","51 - 200 Miles","MotorVehicle","MI","Female","Graduate Degree"
"4_BMUFL","1_Agree","1_Agree","1_Agree","1_Agree","More than 50 miles","Less than 50 miles","Other","MN","Male","4-Year College"
"1_None","1_Agree","1_Agree","1_Agree","1_Agree","11 - 50 miles","Less than 50 miles","Other","MN","Male","4-Year College"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","Less than 50 miles","Other","MN","Male","4-Year College"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","1_Agree","11 - 50 miles","None","Other","MN","Female","4-Year College"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","1_Agree","11 - 50 miles","Less than 50 miles","Other","MN","Male","Community College"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","1_Agree","Less than 10 miles","51 - 200 Miles","MotorVehicle","MN","Female","Graduate Degree"
"3_SLM","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","51 - 200 Miles","MotorVehicle","MN","Male","4-Year College"
"3_SLM","0_Disagree","1_Agree","1_Agree","1_Agree","11 - 50 miles","Less than 50 miles","Other","MN","Male","4-Year College"
"3_SLM","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","Less than 50 miles","Other","MN","Male","Community College"
"3_SLM","0_Disagree","1_Agree","1_Agree","1_Agree","11 - 50 miles","Less than 50 miles","Other","MN","Male","Graduate Degree"
"2_STR","0_Disagree","1_Agree","1_Agree","1_Agree","11 - 50 miles","Less than 50 miles","Other","MN","Male","Graduate Degree"
"2_STR","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","None","Other","MN","Male","4-Year College"
"2_STR","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","Less than 50 miles","Other","MN","Male","4-Year College"
"2_STR","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","Less than 50 miles","Other","MN","Male","Graduate Degree"
"2_STR","0_Disagree","1_Agree","1_Agree","1_Agree","11 - 50 miles","51 - 200 Miles","Other","MN","Male","4-Year College"
"2_STR","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","Less than 50 miles","Other","MN","Male","4-Year College"
"2_STR","0_Disagree","1_Agree","1_Agree","1_Agree","11 - 50 miles","More than 200 Miles","MotorVehicle","MN","Male","Community College"
"1_None","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","Less than 50 miles","Other","MN","Male","4-Year College"
"1_None","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","51 - 200 Miles","Other","MN","Male","4-Year College"
"1_None","0_Disagree","1_Agree","1_Agree","1_Agree","11 - 50 miles","51 - 200 Miles","MotorVehicle","MN","Male","Community College"
"1_None","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","None","Other","MN","Male","Community College"
"1_None","0_Disagree","1_Agree","1_Agree","1_Agree","11 - 50 miles","Less than 50 miles","Other","MN","Male","Graduate Degree"
"1_None","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","51 - 200 Miles","Other","MN","Male","4-Year College"
"1_None","0_Disagree","1_Agree","1_Agree","1_Agree","11 - 50 miles","51 - 200 Miles","MotorVehicle","MN","Female","Graduate Degree"
"1_None","0_Disagree","1_Agree","1_Agree","1_Agree","11 - 50 miles","Less than 50 miles","Other","MN","Male","4-Year College"
"4_BMUFL","1_Agree","1_Agree","1_Agree","1_Agree","More than 50 miles","51 - 200 Miles","Other","MO","Male","4-Year College"
"4_BMUFL","1_Agree","1_Agree","1_Agree","1_Agree","11 - 50 miles","Less than 50 miles","Other","MO","Male","4-Year College"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","1_Agree","Less than 10 miles","51 - 200 Miles","MotorVehicle","MO","Male","High School"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","Less than 50 miles","MotorVehicle","MO","Male","Graduate Degree"
"3_SLM","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","Less than 50 miles","MotorVehicle","MO","Male","4-Year College"
"2_STR","0_Disagree","1_Agree","1_Agree","1_Agree","11 - 50 miles","51 - 200 Miles","MotorVehicle","MO","Male","Community College"
"1_None","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","More than 200 Miles","MotorVehicle","MO","Female","4-Year College"
"1_None","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","51 - 200 Miles","MotorVehicle","MO","Male","4-Year College"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","1_Agree","11 - 50 miles","Less than 50 miles","Other","MS","Male","Graduate Degree"
"3_SLM","0_Disagree","1_Agree","1_Agree","1_Agree","11 - 50 miles","51 - 200 Miles","Other","MS","Male","Community College"
"1_None","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","51 - 200 Miles","Other","MS","Male","4-Year College"
"4_BMUFL","1_Agree","1_Agree","1_Agree","1_Agree","11 - 50 miles","More than 200 Miles","MotorVehicle","NC","Female","Graduate Degree"
"4_BMUFL","1_Agree","1_Agree","1_Agree","1_Agree","Less than 10 miles","Less than 50 miles","MotorVehicle","NC","Male","Graduate Degree"
"4_BMUFL","1_Agree","1_Agree","1_Agree","1_Agree","None","Less than 50 miles","MotorVehicle","NC","Female","4-Year College"
"4_BMUFL","1_Agree","1_Agree","1_Agree","1_Agree","None","51 - 200 Miles","MotorVehicle","NC","Male","Graduate Degree"
"4_BMUFL","1_Agree","1_Agree","1_Agree","1_Agree","11 - 50 miles","Less than 50 miles","Other","NC","Male","Graduate Degree"
"3_SLM","1_Agree","1_Agree","1_Agree","1_Agree","Less than 10 miles","51 - 200 Miles","MotorVehicle","NC","Male","4-Year College"
"3_SLM","1_Agree","1_Agree","1_Agree","1_Agree","More than 50 miles","None","Other","NC","Male","4-Year College"
"3_SLM","1_Agree","1_Agree","1_Agree","1_Agree","More than 50 miles","None","Other","NC","Female","4-Year College"
"3_SLM","1_Agree","1_Agree","1_Agree","1_Agree","Less than 10 miles","More than 200 Miles","MotorVehicle","NC","Female","4-Year College"
"3_SLM","1_Agree","1_Agree","1_Agree","1_Agree","More than 50 miles","51 - 200 Miles","MotorVehicle","NC","Male","Graduate Degree"
"3_SLM","1_Agree","1_Agree","1_Agree","1_Agree","None","51 - 200 Miles","MotorVehicle","NC","Male","Did not graduate high school"
"3_SLM","1_Agree","1_Agree","1_Agree","1_Agree","More than 50 miles","Less than 50 miles","MotorVehicle","NC","Male","Graduate Degree"
"2_STR","1_Agree","1_Agree","1_Agree","1_Agree","11 - 50 miles","51 - 200 Miles","MotorVehicle","NC","Male","4-Year College"
"2_STR","1_Agree","1_Agree","1_Agree","1_Agree","11 - 50 miles","Less than 50 miles","MotorVehicle","NC","Male","Graduate Degree"
"2_STR","1_Agree","1_Agree","1_Agree","1_Agree","Less than 10 miles","51 - 200 Miles","MotorVehicle","NC","Male","4-Year College"
"1_None","1_Agree","1_Agree","1_Agree","1_Agree","11 - 50 miles","51 - 200 Miles","MotorVehicle","NC","Male","4-Year College"
"1_None","1_Agree","1_Agree","1_Agree","1_Agree","Less than 10 miles","51 - 200 Miles","Other","NC","Male","4-Year College"
"1_None","1_Agree","1_Agree","1_Agree","1_Agree","None","More than 200 Miles","MotorVehicle","NC","Male","4-Year College"
"1_None","1_Agree","1_Agree","1_Agree","1_Agree","More than 50 miles","Less than 50 miles","Other","NC","Male","Graduate Degree"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","1_Agree","Less than 10 miles","Less than 50 miles","MotorVehicle","NC","Female","Graduate Degree"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","1_Agree","None","51 - 200 Miles","MotorVehicle","NC","Female","Graduate Degree"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","1_Agree","11 - 50 miles","51 - 200 Miles","Other","NC","Female","Graduate Degree"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","51 - 200 Miles","MotorVehicle","NC","Male","4-Year College"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","1_Agree","11 - 50 miles","Less than 50 miles","Other","NC","Male","Graduate Degree"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","51 - 200 Miles","MotorVehicle","NC","Female","Graduate Degree"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","Less than 50 miles","Other","NC","Male","4-Year College"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","1_Agree","11 - 50 miles","51 - 200 Miles","MotorVehicle","NC","Female","4-Year College"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","1_Agree","11 - 50 miles","51 - 200 Miles","MotorVehicle","NC","Male","Graduate Degree"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","1_Agree","11 - 50 miles","51 - 200 Miles","Other","NC","Male","4-Year College"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","1_Agree","11 - 50 miles","51 - 200 Miles","MotorVehicle","NC","Male","4-Year College"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","1_Agree","11 - 50 miles","Less than 50 miles","Other","NC","Male","Graduate Degree"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","1_Agree","11 - 50 miles","51 - 200 Miles","MotorVehicle","NC","Female","Graduate Degree"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","1_Agree","Less than 10 miles","Less than 50 miles","MotorVehicle","NC","Male","4-Year College"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","1_Agree","11 - 50 miles","Less than 50 miles","MotorVehicle","NC","Male","Graduate Degree"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","1_Agree","None","More than 200 Miles","MotorVehicle","NC","Male","Community College"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","1_Agree","None","More than 200 Miles","MotorVehicle","NC","Female","Graduate Degree"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","1_Agree","11 - 50 miles","More than 200 Miles","MotorVehicle","NC","Male","Graduate Degree"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","Less than 50 miles","Other","NC","Male","High School"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","1_Agree","11 - 50 miles","Less than 50 miles","Other","NC","Male","Community College"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","1_Agree","11 - 50 miles","51 - 200 Miles","MotorVehicle","NC","Male","4-Year College"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","More than 200 Miles","MotorVehicle","NC","Male","Community College"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","51 - 200 Miles","Other","NC","Female","4-Year College"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","1_Agree","Less than 10 miles","51 - 200 Miles","Other","NC",NA,"Graduate Degree"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","51 - 200 Miles","MotorVehicle","NC","Male","4-Year College"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","51 - 200 Miles","MotorVehicle","NC","Female","4-Year College"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","1_Agree","Less than 10 miles","Less than 50 miles","Other","NC","Female","4-Year College"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","51 - 200 Miles","Other","NC","Female","4-Year College"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","1_Agree","11 - 50 miles","51 - 200 Miles","MotorVehicle","NC","Female","4-Year College"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","51 - 200 Miles","MotorVehicle","NC","Male","4-Year College"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","1_Agree","None","51 - 200 Miles","MotorVehicle","NC","Female","High School"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","1_Agree","Less than 10 miles","51 - 200 Miles","Other","NC","Female","4-Year College"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","1_Agree","Less than 10 miles","Less than 50 miles","Other","NC","Male","Graduate Degree"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","1_Agree","Less than 10 miles","51 - 200 Miles","Other","NC","Female","4-Year College"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","1_Agree","Less than 10 miles","51 - 200 Miles","Other","NC","Male","Graduate Degree"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","1_Agree","None","51 - 200 Miles","MotorVehicle","NC","Female","Graduate Degree"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","Less than 50 miles","Other","NC","Male","4-Year College"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","1_Agree","Less than 10 miles","51 - 200 Miles","MotorVehicle","NC","Male","4-Year College"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","51 - 200 Miles","Other","NC","Male","Graduate Degree"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","1_Agree","None","51 - 200 Miles","MotorVehicle","NC","Female","Community College"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","51 - 200 Miles","MotorVehicle","NC","Male","Graduate Degree"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","1_Agree","None","Less than 50 miles","Other","NC","Female","Graduate Degree"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","51 - 200 Miles","Other","NC","Male","Graduate Degree"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","More than 200 Miles","MotorVehicle","NC","Male","Graduate Degree"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","1_Agree","11 - 50 miles","51 - 200 Miles","MotorVehicle","NC","Female","Graduate Degree"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","51 - 200 Miles","Other","NC","Male","4-Year College"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","1_Agree","11 - 50 miles","More than 200 Miles","MotorVehicle","NC","Male","Graduate Degree"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","1_Agree","11 - 50 miles","Less than 50 miles","Other","NC","Male","Community College"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","1_Agree","11 - 50 miles","Less than 50 miles","Other","NC","Male","4-Year College"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","Less than 50 miles","Other","NC","Male","4-Year College"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","51 - 200 Miles","MotorVehicle","NC","Female","4-Year College"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","Less than 50 miles","Other","NC","Male","Graduate Degree"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","51 - 200 Miles","MotorVehicle","NC","Male","4-Year College"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","Less than 50 miles","Other","NC","Female","Graduate Degree"
"4_BMUFL","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","None","Other","NC","Male","Graduate Degree"
"3_SLM","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","Less than 50 miles","MotorVehicle","NC","Male","4-Year College"
"3_SLM","0_Disagree","1_Agree","1_Agree","1_Agree","11 - 50 miles","Less than 50 miles","MotorVehicle","NC","Female","4-Year College"
"3_SLM","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","51 - 200 Miles","MotorVehicle","NC","Male","Community College"
"3_SLM","0_Disagree","1_Agree","1_Agree","1_Agree","11 - 50 miles","Less than 50 miles","Other","NC","Male","4-Year College"
"3_SLM","0_Disagree","1_Agree","1_Agree","1_Agree","11 - 50 miles","Less than 50 miles","Other","NC","Male","4-Year College"
"3_SLM","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","Less than 50 miles","Other","NC","Male","Community College"
"3_SLM","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","Less than 50 miles","Other","NC","Male","Graduate Degree"
"3_SLM","0_Disagree","1_Agree","1_Agree","1_Agree","Less than 10 miles","Less than 50 miles","MotorVehicle","NC","Female","High School"
"3_SLM","0_Disagree","1_Agree","1_Agree","1_Agree","11 - 50 miles","51 - 200 Miles","MotorVehicle","NC","Male","Graduate Degree"
"3_SLM","0_Disagree","1_Agree","1_Agree","1_Agree","Less than 10 miles","51 - 200 Miles","MotorVehicle","NC","Male","Community College"
"3_SLM","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","Less than 50 miles","Other","NC","Male","Graduate Degree"
"3_SLM","0_Disagree","1_Agree","1_Agree","1_Agree","11 - 50 miles","51 - 200 Miles","MotorVehicle","NC","Male","Graduate Degree"
"3_SLM","0_Disagree","1_Agree","1_Agree","1_Agree","Less than 10 miles","More than 200 Miles","Other","NC","Male","Graduate Degree"
"3_SLM","0_Disagree","1_Agree","1_Agree","1_Agree","Less than 10 miles","Less than 50 miles","Other","NC","Male","Graduate Degree"
"3_SLM","0_Disagree","1_Agree","1_Agree","1_Agree","11 - 50 miles","Less than 50 miles","Other","NC","Male","4-Year College"
"3_SLM","0_Disagree","1_Agree","1_Agree","1_Agree","Less than 10 miles","Less than 50 miles","MotorVehicle","NC","Male","4-Year College"
"3_SLM","0_Disagree","1_Agree","1_Agree","1_Agree","11 - 50 miles","Less than 50 miles","Other","NC","Female","Graduate Degree"
"3_SLM","0_Disagree","1_Agree","1_Agree","1_Agree","None","More than 200 Miles","MotorVehicle","NC","Female","4-Year College"
"3_SLM","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","More than 200 Miles","MotorVehicle","NC","Male","Graduate Degree"
"3_SLM","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","Less than 50 miles","MotorVehicle","NC","Male","High School"
"3_SLM","0_Disagree","1_Agree","1_Agree","1_Agree","11 - 50 miles","More than 200 Miles","MotorVehicle","NC","Male","4-Year College"
"3_SLM","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","51 - 200 Miles","MotorVehicle","NC","Male","Graduate Degree"
"3_SLM","0_Disagree","1_Agree","1_Agree","1_Agree","More than 50 miles","51 - 200 Miles","MotorVehicle","NC","Male","4-Year College"
"3_SLM","0_Disagree","1_Agree","1_Agree","1_Agree","None","51 - 200 Miles","MotorVehicle","NC","Female","Graduate Degree"
"3_SLM","0_Disagree","1_Agree","1_Agree","1_Agree","11 - 50 miles","Less than 50 miles","Other","NC","Female","4-Year College"
